# 泰深输入法专业词库 — medical
# 格式：词 拼音（每行一个，空格或制表符分隔）
# 来源：中文维基百科（CC BY-SA 4.0，https://zh.wikipedia.org）
糯米紙	nuomizhi
直肠阴道瘘	zhichangyindaolou
拉皮手術	lapishoushu
损伤	sunshang
夫妻成長日記	fuqichengzhangriji
中国营养学会	zhongguoyingyangxuehui
康健國際	kangjianguoji
能量醫學	nengliangyixue
泰和诚医疗	taihechengyiliao
調息法	diaoxifa
死亡通知	siwangtongzhi
翼骨	yigu
憩室病	qishibing
心脏复律	xinzangfulv
性病学	xingbingxue
同意	tongyi
三管	sanguan
健康影響評估	jiankangyingxiangpinggu
白细胞介素	baixibaojiesu
默哀	moai
拉斯克奖	lasikejiang
醫師自我推薦	yishiziwotuijian
斯佩耶爾報告	sipeiyeerbaogao
前列腺按摩	qianliexiananmo
戏剧治疗	xijuzhiliao
血管翳	xueguanyi
安慰劑	anweiji
異位妊娠	yiweirenshen
親親我的寶貝	qinqinwodebaobei
缺血性壞死	quexuexinghuaisi
高陰道拭子	gaoyindaoshizi
庫利昂療養所	kuliangliaoyangsuo
止鼾器	zhihanqi
谱系中间者	puxizhongjianzhe
沙西妥珠單抗	shaxituozhudankang
记忆术	jiyishu
李斯特菌症	lisitejunzheng
複合位移運動	fuheweiyiyundong
提喻法	tiyufa
眼球震颤	yanqiuzhenchan
紅鬍子	honghuzi
放射药理学	fangsheyaolixue
杨甲三	yangjiasan
预期寿命	yuqishouming
品行障碍	pinxingzhangai
感覺編碼	ganjuebianma
神經膠質瘤	shenjingjiaozhiliu
烫伤	tangshang
身心医学	shenxinyixue
誘發性肺量計	youfaxingfeiliangji
喉结	houjie
血壓	xueya
胎教	taijiao
人體冷凍機構	rentilengdongjigou
磺胺胍	huangangua
妙闻	miaowen
团结实验	tuanjieshiyan
醫學遺傳學	yixueyichuanxue
布格替尼	bugetini
黑冰	heibing
增壓服	zengyafu
医学信息工程	yixuexinxigongcheng
生命延續	shengmingyanxu
诈死	zhasi
胃	wei
死產	sichan
味觉厌恶	weijueyane
泪器	leiqi
鹅膏蕈氨酸	egaoxunansuan
宫内生长受限	gongneishengzhangshouxian
戲王之王	xiwangzhiwang
乌珠单抗	wuzhudankang
千碼凝視	qianmaningshi
治螟磷	zhiminglin
美國雅培	meiguoyapei
接觸者追蹤	jiechuzhezhuizong
失认症	shirenzheng
达卡巴嗪	dakabaqin
替伊莫單抗	tiyimodankang
贝克痣	beikezhi
蒋用文	jiangyongwen
歐斯洛可舒能	ousiluokeshuneng
癰	yong
络脉	luomai
索罗卡医院	suoluokayiyuan
地利伏单抗	dilifudankang
尤纳尼医学	younaniyixue
恩纳基科技	ennajikeji
宫腔粘连	gongqiangzhanlian
灌肠	guanchang
安非氯醛	anfeilvquan
外耳炎	waieryan
呼吸机	huxiji
嫁妝死亡	jiazhuangsiwang
根管治疗术	genguanzhiliaoshu
牙周病學	yazhoubingxue
盆骨缘	penguyuan
聽力學	tinglixue
皮质	pizhi
住院	zhuyuan
分子相似	fenzixiangshi
顏面神經麻痺	yanmianshenjingmabi
異氰酸甲酯	yiqingsuanjiazhi
踝	huai
暴露評估	baolupinggu
動力服	donglifu
骨髓檢查	gusuijiancha
整骨療法	zhengguliaofa
广宁县中医院	guangningxianzhongyiyuan
死亡焦虑	siwangjiaolv
莫达非尼砜	modafeinifeng
白色瘟疫	baisewenyi
排尿性晕厥	painiaoxingyunjue
足科矯形師	zukejiaoxingshi
柳叶刀	liuyedao
飯友症候群	fanyouzhenghouqun
暑邪	shuxie
無效醫療	wuxiaoyiliao
鉤子效應	gouzixiaoying
泰醫學	taiyixue
耳面症候群	ermianzhenghouqun
缺铁	quetie
传教士	chuanjiaoshi
增生療法	zengshengliaofa
自主循环再现	zizhuxunhuanzaixian
朝觐	chaojin
中医学	zhongyixue
皮膚褶皺	pifuzhezhou
輝瑞	huirui
兽医产科学	shouyichankexue
鐵肺	tiefei
肾上腺素	shenshangxiansu
微亡率	weiwanglv
椎關節病	chuiguanjiebing
人體骨骼	rentiguge
糠疹	kangzhen
冠状面	guanzhuangmian
失實症	shishizheng
骨內給藥	guneigeiyao
透明的搖籃	toumingdeyaolan
美國兒科學會	meiguoerkexuehui
阿克托舒单抗	aketuoshudankang
相對風險	xiangduifengxian
美西麦角	meiximaijiao
维甲酸综合征	weijiasuanzonghezheng
周產期死亡	zhouchanqisiwang
刮痧	guasha
身心靈	shenxinling
八聖道分	bashengdaofen
蝴蝶針	hudiezhen
李煜	liyu
溶菌酶	rongjunmei
生脉散	shengmaisan
医药代表	yiyaodaibiao
含銅避孕器	hantongbiyunqi
植髮	zhifa
緊急醫療服務	jinjiyiliaofuwu
哈夫病	hafubing
电子流行病学	dianziliuxingbingxue
先导化合物	xiandaohuahewu
皮膜	pimo
右旋安非他命	youxuananfeitaming
体重	tizhong
中醫學史	zhongyixueshi
血液騎士	xueyeqishi
不应期	buyingqi
着床	zhechuang
坂本龙马	banbenlongma
協同效應	xietongxiaoying
缬更昔洛韦	xiegengxiluowei
鐵道外科	tiedaowaike
五功	wugong
急救站	jijiuzhan
鼻鼽	biqiu
回肠	huichang
亲子互动治疗	qinzihudongzhiliao
大羌活湯	daqianghuotang
玛巴洛沙韦	mabaluoshawei
大腸水療	dachangshuiliao
雷殛	leiji
醫療程序	yiliaochengxu
非特异性药物	feiteyixingyaowu
腫瘤異質性	zhongliuyizhixing
亚专科	yazhuanke
趾骨	zhigu
子宮托	zigongtuo
丙泊酚	bingpofen
新生兒溶血症	xinshengerrongxuezheng
氯化汞	lvhuagong
胸部创伤	xiongbuchuangshang
自身给药	zishengeiyao
分娩疼痛	fenmiantengtong
感受	ganshou
頸動脈體	jingdongmaiti
都哈理論	douhalilun
威利奖	weilijiang
醫療機構	yiliaojigou
抗菌谱	kangjunpu
血漿置換術	xuejiangzhihuanshu
咽炎	yanyan
五年存活率	wuniancunhuolv
实验动物	shiyandongwu
仙台病毒	xiantaibingdu
牙齦乳頭	yakenrutou
羊毛工病	yangmaogongbing
磁療	ciliao
西藏鬼文化	xicangguiwenhua
血族	xuezu
回復青春	huifuqingchun
癌肉瘤	airouliu
福尔可定	fuerkeding
慢脓耳	mannonger
西那西泮	xinaxipan
醫學專科	yixuezhuanke
肝衰竭	ganshuaijie
自殺	zisha
保持社交距離	baochishejiaojuli
屍體腐敗	shitifubai
怪医杜立德	guaiyidulide
衰弱综合症	shuairuozonghezheng
假想朋友	jiaxiangpengyou
肝膽排石法	gandanpaishifa
銀狐	yinhu
基础医学	jichuyixue
癌研究會	aiyanjiuhui
灾难医疗	zainanyiliao
皮下氣腫	pixiaqizhong
牙菌斑	yajunban
心血管疾病	xinxueguanjibing
植牙	zhiya
六淫	liuyin
范文絢	fanwenxuan
咽颌	yanhe
苏博科	suboke
社區衛生中心	shequweishengzhongxin
病例對照研究	bingliduizhaoyanjiu
張達	zhangda
薄墨的盡頭	baomodejintou
牙本质过敏症	yabenzhiguominzheng
息肉	xirou
关节炎	guanjieyan
如厕训练	rucexunlian
手術前禁食	shoushuqianjinshi
放射性污染	fangshexingwuran
川崎氏病	chuanqishibing
四会市中医院	sihuishizhongyiyuan
情色按摩	qingseanmo
前列腺计算值	qianliexianjisuanzhi
肉瘤	rouliu
河魨毒素	hetundusu
恐鳥症	kongniaozheng
免疫系统	mianyixitong
單側聽損	dancetingsun
冠狀病毒派對	guanzhuangbingdupaidui
杜祖健	duzujian
尼古丁口香糖	nigudingkouxiangtang
荷歐波諾波諾	heoubonuobonuo
中暑	zhongshu
玉博会	yubohui
沙尔科三联征	shaerkesanlianzheng
结节	jiejie
三苄糖苷	sanbiantanggan
腺苷	xiangan
抗原原罪	kangyuanyuanzui
高密度脂蛋白	gaomiduzhidanbai
關節穿刺術	guanjiechuancishu
腱鞘巨细胞瘤	jianqiaojuxibaoliu
中風	zhongfeng
安格曼症候群	angemanzhenghouqun
生命徵象	shengmingzhengxiang
外丹术	waidanshu
侏儒症	zhuruzheng
長照機構	zhangzhaojigou
闪电侠	shandianxia
職業傷害	zhiyeshanghai
授徽儀式	shouhuiyishi
抗肿瘤药	kangzhongliuyao
中子发生器	zhongzifashengqi
引流管	yinliuguan
心包絡	xinbaoluo
椎管狹窄	chuiguanxiazhai
超级抗原	chaojikangyuan
带你去走走	dainiquzouzou
陰莖分泌物	yinjingfenmiwu
巫覡	wuxi
無國界醫生	wuguojieyisheng
環甲膜切開術	huanjiamoqiekaishu
近親婚姻	jinqinhunyin
國際疾病分類	guojijibingfenlei
正念	zhengnian
出血	chuxie
人体骨骼列表	rentigugeliebiao
临床实效研究	linchuangshixiaoyanjiu
四碘乙烯	sidianyixi
產科學	chankexue
肌陣攣	jizhenluan
醫學資訊	yixuezixun
性交後憂鬱	xingjiaohouyouyu
原因論	yuanyinlun
贝尔蒙特报告	beiermengtebaogao
超声造影剂	chaoshengzaoyingji
食慾素	shiyusu
快篩實名制	kuaishaishimingzhi
艾米西珠單抗	aimixizhudankang
放射生物學	fangsheshengwuxue
氰化钡	qinghuabei
脫臼	tuojiu
皮质延髓束	pizhiyansuishu
空窗期	kongchuangqi
上火	shanghuo
負壓	fuya
人中	renzhong
透克氏症	toukeshizheng
疾病细菌说	jibingxijunshuo
更年期	gengnianqi
腦動靜脈畸形	naodongjingmaijixing
血淤	xueyu
不寧腿綜合症	buningtuizonghezheng
佝僂病	gouloubing
槍傷	qiangshang
克隆巴赫系数	kelongbahexishu
擁抱機	yongbaoji
長期護理	zhangqihuli
定錨效應	dingmaoxiaoying
可洛米分	keluomifen
黏液活性药	nianyehuoxingyao
康復諮詢	kangfuzixun
艾美氏試驗	aimeishishiyan
光照治療	guangzhaozhiliao
医生不是神	yishengbushishen
門齒	menchi
傳統西醫	chuantongxiyi
心室辅助装置	xinshifuzhuzhuangzhi
生物半衰期	shengwubanshuaiqi
顺势疗法	shunshiliaofa
透析	touxi
假牙	jiaya
至福樂土	zhifuletu
腎岩	shenyan
信息素	xinxisu
銀河鐵道之夜	yinhetiedaozhiye
瞳孔光感反射	tongkongguangganfanshe
环硅酸锆钠	huanguisuangaona
質子刀	zhizidao
程之范	chengzhifan
每日耐受量	meirinaishouliang
张强医生集团	zhangqiangyishengjituan
风的电话	fengdedianhua
重大創傷	zhongdachuangshang
隔離七日情	geliqiriqing
瘟疫危機系列	wenyiweijixilie
脑积水	naojishui
巴陶氏症候群	bataoshizhenghouqun
张宗祜	zhangzonghu
陰蒂海綿體	yindihaimianti
道德恐慌	daodekonghuang
寄生虫病	jishengchongbing
硼酸鹽	pengsuanyan
大血管	daxueguan
善太息	shantaixi
埃诺格鲁肽	ainuogelutai
香蕉袋	xiangjiaodai
创伤性脑损伤	chuangshangxingnaosunshang
七衝門	qichongmen
紅磡健康院	hongkanjiankangyuan
蒼白僵直	cangbaijiangzhi
刷手	shuashou
色素性痒疹	sesuxingyangzhen
手术缝合线	shoushufenghexian
復原臥式	fuyuanwoshi
椰子致死	yezizhisi
醫界風雲	yijiefengyun
潜伏期	qianfuqi
伏龍肝	fulonggan
貼紮	tieza
費城兒童醫院	feichengertongyiyuan
陰莖骨	yinjinggu
勾引	gouyin
后天免疫系统	houtianmianyixitong
幽闭恐惧症	youbikongjuzheng
味覺過敏	weijueguomin
瘫痪	tanhuan
體外人工受精	tiwairengongshoujing
腹外斜肌	fuwaixieji
胡鑫宇事件	huxinyushijian
器官移植	qiguanyizhi
針具交換計畫	zhenjujiaohuanjihua
磺胺林	huanganlin
劳拉西泮	laolaxipan
水污染	shuiwuran
創傷後壓力症	chuangshanghouyalizheng
咽门	yanmen
心电描记术	xindianmiaojishu
石崇	shichong
性別肯定手術	xingbiekendingshoushu
海他西林	haitaxilin
牙科药理学	yakeyaolixue
阉割焦虑	yangejiaolv
己型肝炎	jixingganyan
熱帶肉芽腫	redairouyazhong
伊纳沃利昔布	yinawolixibu
康奈非尼	kangnaifeini
酒精不耐受	jiujingbunaishou
玉米赤霉醇	yumichimeichun
繃帶	bengdai
乳房植體	rufangzhiti
卡伦征	kalunzheng
丁济万	dingjiwan
行动集群	xingdongjiqun
指紋	zhiwen
实验服	shiyanfu
孕产妇死亡	yunchanfusiwang
代謝工程學	daixiegongchengxue
急診科醫生	jizhenkeyisheng
髓	sui
聲帶突	shengdaitu
輸血	shuxue
便血	bianxie
蒙脱石散	mengtuoshisan
血管外科	xueguanwaike
核爆炸	hebaozha
多肢畸形	duozhijixing
金赛报告	jinsaibaogao
狗的斷尾	goudeduanwei
職業安全健康	zhiyeanquanjiankang
原位癌	yuanweiai
钽	tan
五氧化二砷	wuyanghuaershen
组氨酸铜	zuansuantong
凯恩号哗变	kaienhaohuabian
呼吸紊乱指数	huxiwenluanzhishu
潛在空間	qianzaikongjian
漏斗胸	loudouxiong
热敷	refu
側支循環	cezhixunhuan
醫療占星術	yiliaozhanxingshu
駱榮金	luorongjin
眶前孔	kuangqiankong
磺胺喹喔啉	huangankuiolin
牙科用黏合劑	yakeyongnianheji
睫状体冷冻术	jiezhuangtilengdongshu
硬皮病	yingpibing
病历	bingli
静脉穿刺	jingmaichuanci
暴露前预防	baoluqianyufang
專科醫院	zhuankeyiyuan
舌诊	shezhen
鮑得勝	baodesheng
石膏	shigao
骄傲	jiaoao
植皮	zhipi
特纳综合征	tenazonghezheng
簡短智能測驗	jianduanzhinengceyan
鞍狀關節	anzhuangguanjie
基因檢測	jiyinjiance
醫事檢驗師	yishijianyanshi
美索巴莫	meisuobamo
氯丙胍	lvbinggua
鞭尸	bianshi
順鉑耳毒性	shunboerduxing
蜱传疾病	pichuanjibing
克贊利珠單抗	kezanlizhudankang
躯体痛苦障碍	qutitongkuzhangai
类白血病反应	leibaixuebingfanying
林杰樑	linjieliang
猎毒人	lieduren
薦髂關節炎	jianqiaguanjieyan
预后	yuhou
法國悖論	faguobeilun
外寄生物感染	waijishengwuganran
兒童疼痛管理	ertongtengtongguanli
丙酮氰醇	bingtongqingchun
藥物流行病學	yaowuliuxingbingxue
靶标基因	babiaojiyin
病程	bingcheng
藿香正气水	huoxiangzhengqishui
耳蜗神经	erwoshenjing
死前喉鸣	siqianhouming
卵巢囊腫	luanchaonangzhong
腦血管炎	naoxueguanyan
二乙烯基砜	eryixijifeng
保護性關聯值	baohuxingguanlianzhi
尧建云	yaojianyun
矽肺病	xifeibing
疫苗护照	yimiaohuzhao
避孕	biyun
鼻骨骨折	biguguzhe
巨細胞動脈炎	juxibaodongmaiyan
細胞病變作用	xibaobingbianzuoyong
波特氏病	boteshibing
歐凱治療	oukaizhiliao
高離氨酸血症	gaoliansuanxuezheng
中轴骨	zhongzhougu
核碎裂	hesuilie
醫療緊急情況	yiliaojinjiqingkuang
母體保護法	mutibaohufa
药物靶标	yaowubabiao
熱射病	reshebing
颗粒酶	kelimei
甘露舒凡	ganlushufan
癌痛	aitong
乙酰水杨酸	yixianshuiyangsuan
持之以恆	chizhiyiheng
食物不耐症	shiwubunaizheng
運動醫學	yundongyixue
认知吝啬者	renzhilinsezhe
老化	laohua
貪婪	tanlan
氟馬西尼	fumaxini
肝素	gansu
血管新生	xueguanxinsheng
急性	jixing
正念減壓	zhengnianjianya
按摩	anmo
著骨點炎	zhugudianyan
造影劑	zaoyingji
丁烯酮	dingxitong
向近敏	xiangjinmin
少陽病	shaoyangbing
大陰唇	dayinchun
阿里健康	alijiankang
喘鳴	chuanming
醫學士	yixueshi
死亡恐惧症	siwangkongjuzheng
莫维珠单抗	moweizhudankang
分解作用	fenjiezuoyong
法定傳染病	fadingchuanranbing
巫覡宗教	wuxizongjiao
世界肝炎日	shijieganyanri
國際癌症期刊	guojiaizhengqikan
迴盲瓣	huimangban
瓣状甲	banzhuangjia
拉博德疗养院	labodeliaoyangyuan
医用手套	yiyongshoutao
李德宏	lidehong
熱痙攣	rejingluan
乳突炎	rutuyan
腎盂腎炎	shenyushenyan
感染性動脈瘤	ganranxingdongmailiu
聯合生物醫學	lianheshengwuyixue
中腦	zhongnao
常壓性水腦症	changyaxingshuinaozheng
氯气中毒	lvqizhongdu
国际癫痫署	guojidianxianshu
多看效應	duokanxiaoying
愛是點點滴滴	aishidiandiandidi
存活率	cunhuolv
硝酸甘油	xiaosuanganyou
棉花糖实验	mianhuatangshiyan
黏性敷料	nianxingfuliao
痛痛病	tongtongbing
传入神经纤维	chuanrushenjingxianwei
神经节	shenjingjie
駕崩	jiabeng
關係強迫症	guanxiqiangpozheng
基因疾患	jiyinjihuan
流行病学	liuxingbingxue
掌紋醫學	zhangwenyixue
万替妥单抗	wantituodankang
轉譯醫學	zhuanyiyixue
致癌基因	zhiaijiyin
蜂毒疗法	fengduliaofa
呋虫胺	fuchongan
路边青	lubianqing
法索西坦	fasuoxitan
參究真我	canjiuzhenwo
醋酸阿比特龍	cusuanabitelong
格雷氏解剖學	geleishijiepouxue
屍袋	shidai
随机对照试验	suijiduizhaoshiyan
脂肪乳	zhifangru
血管學	xueguanxue
地匹福林	dipifulin
漫畫心療系	manhuaxinliaoxi
護士長	hushizhang
碘伏	dianfu
解剖學術語集	jiepouxueshuyuji
泮庫溴銨	pankuxiuan
全国健康联盟	quanguojiankanglianmeng
恍惚	huanghu
清創手術	qingchuangshoushu
偏頭痛	piantoutong
宰赫拉威	zaihelawei
感受野	ganshouye
突破性感染	tupoxingganran
日本疫学会	ribenyixuehui
性早熟症	xingzaoshuzheng
碎片	suipian
兽医学	shouyixue
格雷特纳征	geleitenazheng
喉癌	houai
玻璃体	boliti
丁溴东莨菪碱	dingxiudonglangdangjian
智性恋	zhixinglian
門診	menzhen
燥邪	zaoxie
卡茚西林	kayinxilin
巨型動物群	juxingdongwuqun
月亮臉	yuelianglian
體液學說	tiyexueshuo
精神健康急救	jingshenjiankangjijiu
流動護理師	liudonghulishi
腹部脹氣	fubuzhangqi
利尼伐尼	linifani
內科學	neikexue
肥胖症	feipangzheng
整合膜蛋白	zhenghemodanbai
疤痕	bahen
選擇	xuanze
桂龍藥業	guilongyaoye
巨人观	jurenguan
免疫調節製劑	mianyidiaojiezhiji
迟泄	chixie
隔離	geli
肌腱病變	jijianbingbian
氟乙酸钠	fuyisuanna
舌咽神經	sheyanshenjing
儒教	rujiao
宗教經典	zongjiaojingdian
紅斑狼瘡	hongbanlangchuang
食欲	shiyu
血尿	xueniao
索磷布韋	suolinbuwei
伽马射线	gamashexian
骨质软化	guzhiruanhua
恩諾單抗	ennuodankang
靜脈回流	jingmaihuiliu
二乙酸美雄醇	eryisuanmeixiongchun
氯胺酮	lvantong
猫白血病病毒	maobaixuebingbingdu
利什曼病	lishenmanbing
副神經	fushenjing
睡眠呼吸暂停	shuimianhuxizanting
临床死亡	linchuangsiwang
德爾坎測試	deerkanceshi
厦门市中医院	shamenshizhongyiyuan
乙酰乙酸铝	yixianyisuanlv
感官室	ganguanshi
活化石	huohuashi
内昔芬	neixifen
產後精神病	chanhoujingshenbing
情欲	qingyu
老年護理管理	laonianhuliguanli
综荐骨	zongjiangu
空氣電離器	kongqidianliqi
膠囊劑	jiaonangji
發展障礙	fazhanzhangai
化生	huasheng
對比浴	duibiyu
整合医学	zhengheyixue
心臟分流	xinzangfenliu
溫病學	wenbingxue
抗病毒药物	kangbingduyaowu
祭祀	jisi
咒语	zhouyu
前庭大腺	qiantingdaxian
吐舌癖	tushepi
緞帶突觸	duandaituchu
痣	zhi
神經化學	shenjinghuaxue
鑑別診斷	jianbiezhenduan
夏照帆	xiazhaofan
處方集	chufangji
泰式按摩	taishianmo
天堂美女	tiantangmeinv
蜜蜂螫傷	mifengshishang
风湿	fengshi
输精管切除术	shujingguanqiechushu
檢驗醫學	jianyanyixue
吡拉西坦	bilaxitan
羅東博愛醫院	luodongboaiyiyuan
敗血性關節炎	baixuexingguanjieyan
反省實踐	fanshengshijian
软骨膜	ruangumo
口糜	koumi
跟腱滑囊炎	genjianhuanangyan
環境健康	huanjingjiankang
楊日松	yangrisong
苯丙酮尿症	benbingtongniaozheng
河端貞次	heduanzhenci
昆蟲毒素	kunchongdusu
般涅槃	banniepan
中指	zhongzhi
间充质	jianchongzhi
厥脱	juetuo
太白穴	taibaixue
吸入性肺炎	xiruxingfeiyan
血竭	xuejie
甲基吡啶磷	jiajibidinglin
奥赛综合征	aosaizonghezheng
信仰治療	xinyangzhiliao
手足口病	shouzukoubing
談病說痛	tanbingshuotong
苯草灭	bencaomie
認命	renming
黃菌毛症	huangjunmaozheng
克罗米通	keluomitong
克隆氏症	kelongshizheng
与病毒共存	yubingdugongcun
睡眠	shuimian
磺胺硫脲	huanganliuniao
三氯苯噠唑	sanlvbendazuo
內外術經	neiwaishujing
美国消防协会	meiguoxiaofangxiehui
陶勇	taoyong
軟骨溶解	ruangurongjie
肝門靜脈	ganmenjingmai
指甲剪	zhijiajian
疾病篩檢	jibingshaijian
方嘉揚	fangjiayang
陰莖異常勃起	yinjingyichangboqi
中药学	zhongyaoxue
呋塞米	fusaimi
标志重捕法	biaozhizhongbufa
聚集性疫情	jujixingyiqing
分析心理学	fenxixinlixue
自缢	ziyi
流行病学转变	liuxingbingxuezhuanbian
漢伯河醫院	hanboheyiyuan
病床	bingchuang
光化性角化病	guanghuaxingjiaohuabing
二分心智理論	erfenxinzhililun
良性应激	liangxingyingji
消化不良	xiaohuabuliang
猫草	maocao
被自杀	beizisha
神经系统疾病	shenjingxitongjibing
氟乙酰胺	fuyixianan
新城病	xinchengbing
永恆的遺忘	yonghengdeyiwang
诺考达唑	nuokaodazuo
覺	jue
萘丁美酮	naidingmeitong
人骨拼图	rengupintu
洗牙	xiya
双硫磷	shuangliulin
柳树皮	liushupi
戮屍	lushi
山口謹爾	shankoujiner
免疫组学	mianyizuxue
骨贅	guzhui
苦惱	kunao
異型增生	yixingzengsheng
加拿大衛生部	jianadaweishengbu
戒烟	jieyan
巨婴	juying
烧灼术	shaozhuoshu
吸入性麻醉	xiruxingmazui
我是傳奇	woshichuanqi
顶叶	dingye
生殖醫學	shengzhiyixue
膽管癌	danguanai
陰滋病	yinzibing
澳門命案列表	aomenminganliebiao
復甦安妮	fusuanni
種痘所	zhongdousuo
屏幕时间	pingmushijian
扳機指	banjizhi
托普樂肯	tuopuleken
脊椎椎間盤炎	jichuichuijianpanyan
外套膜	waitaomo
血睾屏障	xuegaopingzhang
氟氯西林	fulvxilin
比卡魯胺	bikaluan
病理生理學	binglishenglixue
急鼻渊	jibiyuan
毛皮	maopi
刀的哲学	daodezhexue
聽診	tingzhen
恶性	exing
肺栓塞	feishuansai
腦室外引流	naoshiwaiyinliu
驗屍	yanshi
隆乳	longru
變狼妄想症	bianlangwangxiangzheng
感光乾版	ganguangqianban
性慾亢進	xingyukangjin
癌症标志物	aizhengbiaozhiwu
医学词汇表	yixuecihuibiao
衞生防護中心	weishengfanghuzhongxin
针刺	zhenci
恶心	exin
根達綜合症	gendazonghezheng
性愛自修室	xingaizixiushi
心肌梗死	xinjigengsi
死後攝影	sihousheying
葡萄膜	putaomo
龙骨	longgu
肌肉减少症	jiroujianshaozheng
女性歇斯底里	nvxingxiesidili
粉刺	fenci
格拉司瓊	gelasiqiong
溫病學派	wenbingxuepai
恩佐美尼布	enzuomeinibu
遗传学	yichuanxue
陳篤生醫院	chendushengyiyuan
病史	bingshi
皮屑	pixie
海格氏徵象	haigeshizhengxiang
医学教育	yixuejiaoyu
全民牙医集团	quanminyayijituan
钱谷融	qiangurong
裂齒	liechi
伊波拉病毒	yibolabingdu
核子基因	hezijiyin
生物相容性	shengwuxiangrongxing
腎積膿	shenjinong
氯米帕明	lvmipaming
羟氯喹	qianglvkui
前哨淋巴结	qianshaolinbajie
第二水俁病	diershuiyubing
尿道綜合徵	niaodaozonghezheng
尼氏征	nishizheng
胸膜間阻滯	xiongmojianzuzhi
瘤胃	liuwei
旋耳疮	xuanerchuang
震颤素	zhenchansu
内啡肽	neifeitai
基因華爾茲	jiyinhuaerzi
视光学	shiguangxue
結腸帶	jiechangdai
流产	liuchan
特异性免疫	teyixingmianyi
雷诺氏综合征	leinuoshizonghezheng
性成瘾	xingchengyin
孕齡	yunling
法醫昆蟲學	fayikunchongxue
望诊	wangzhen
馬鼻疽	mabiju
温石棉	wenshimian
頂尖神醫	dingjianshenyi
癌症的種類	aizhengdezhonglei
接生員	jieshengyuan
王洪图	wanghongtu
新興傳染病	xinxingchuanranbing
天課	tianke
猩红热	xinghongre
效能	xiaoneng
出醜效應	chuchouxiaoying
鼻錐肌	bizhuiji
唐氏综合症	tangshizonghezheng
跳跃性思维	tiaoyuexingsiwei
市川厚一	shichuanhouyi
反靶标	fanbabiao
百日咳	bairike
恆河猴病	henghehoubing
京東健康	jingdongjiankang
免疫治疗	mianyizhiliao
同一健康	tongyijiankang
精神障碍列表	jingshenzhangailiebiao
漂泊症	piaopozheng
傑佛遜骨折	jiefuxunguzhe
社會支持	shehuizhichi
放射性	fangshexing
健康促进	jiankangcujin
协助自杀	xiezhuzisha
氫氧化亞錫	qingyanghuayaxi
恶性高热	exinggaore
腦膜腦炎	naomonaoyan
忍者與極道	renzheyujidao
插管	chaguan
強生公司	qiangshenggongsi
影像诊断学	yingxiangzhenduanxue
东海岸热	donghaianre
痛风石	tongfengshi
詐病	zhabing
阿是穴	ashixue
口咽癌	kouyanai
镇静	zhenjing
超声造影成像	chaoshengzaoyingchengxiang
視力測試	shiliceshi
螺内酯	luoneizhi
查戈夫法則	chagefufaze
氟	fu
马赛替尼	masaitini
凝集	ningji
支架	zhijia
阿茲海默症	azihaimozheng
雾化器	wuhuaqi
舌岩	sheyan
去菀陳莝	quwanchencuo
內分泌學	neifenmixue
尸僵	shijiang
太陽病	taiyangbing
夏克提	xiaketi
青靈穴	qinglingxue
胸廓挤压试验	xiongkuojiyashiyan
西班牙衛生部	xibanyaweishengbu
內格萊氏法則	neigelaishifaze
絕育	jueyu
反射弧	fanshehu
酒精與乳癌	jiujingyuruai
刷手護理師	shuashouhulishi
仲丁咪酯	zhongdingmizhi
脊骨	jigu
張先林	zhangxianlin
高原訓練	gaoyuanxunlian
平均尿流率	pingjunniaoliulv
感染列島	ganranliedao
异丁咪酯	yidingmizhi
乳腺发育	ruxianfayu
小梁网	xiaoliangwang
自知力	zizhili
樹突狀細胞	shutuzhuangxibao
鼻竇	bidou
右心室肥大	youxinshifeida
死亡證	siwangzheng
金域医学	jinyuyixue
神化嬌嬌女	shenhuajiaojiaonv
哮吼	xiaohou
健康工人偏差	jiankanggongrenpiancha
電子健康紀錄	dianzijiankangjilu
帶原者	daiyuanzhe
脱水	tuoshui
肩脫臼	jiantuojiu
生物分析	shengwufenxi
呼氣末期正壓	huqimoqizhengya
聚偏二氟乙烯	jupianerfuyixi
乩童	jitong
譫妄	zhanwang
植物杀菌素	zhiwushajunsu
除草剂	chucaoji
致癌烴	zhiaiting
犁骨	ligu
神经营养因子	shenjingyingyangyinzi
牙齦膿腫	yakennongzhong
割膚之愛	gefuzhiai
人偏肺病毒	renpianfeibingdu
短波熱療	duanboreliao
遺言	yiyan
氟骨症	fuguzheng
加味香蘇散	jiaweixiangsusan
死亡面具	siwangmianju
浆细胞	jiangxibao
皺胃	zhouwei
雲芝	yunzhi
沃尔夫医学奖	woerfuyixuejiang
特异性药物	teyixingyaowu
威百亩	weibaimu
止血	zhixue
移动性浊音	yidongxingzhuoyin
医疗救护机	yiliaojiuhuji
色珠	sezhu
疫苗错误信息	yimiaocuowuxinxi
被動免疫	beidongmianyi
人體器官列表	rentiqiguanliebiao
开口器	kaikouqi
陽性反應	yangxingfanying
药物相互作用	yaowuxianghuzuoyong
血紫質	xuezizhi
類毒素	leidusu
摘瘤爺爺	zhailiuyeye
灾难应对	zainanyingdui
帕罗奥图大学	paluoaotudaxue
全国哀悼日	quanguoaidaori
吡喹酮	bikuitong
癢	yang
