# 泰深输入法专业词库 — 历史名人
# 来源：THUOCL 清华开放中文词库（MIT License，https://github.com/thunlp/THUOCL）
# 格式：词 拼音（制表符分隔）；仅收录 system_dict 缺失词条
一真	yizhen
指原莉乃	zhiyuanlinai
掌书	zhangshu
掾吏	yuanli
掾属	yuanshu
揆一	kuiyi
揆叙	kuixu
摩尼	moni
摩根索	mogensuo
摩索拉斯	mosuolasi
摩耶	moye
撒贝宁	sabeining
改琦	gaiqi
放勋	fangxun
敖幼祥	aoyouxiang
敖英	aoying
敬嫔	jingpin
敬帝	jingdi
文丁	wending
文伟	wenwei
文和	wenhe
文姬	wenji
文幼章	wenyouzhang
文彭	wenpeng
文德	wende
文怀沙	wenhuaisha
文惠	wenhui
文晸赫	wenzhenghe
文森	wensen
文沛然	wenpeiran
文洪	wenhong
文淑	wenshu
文点	wendian
文然	wenran
文禄	wenlu
文聘	wenpin
文若	wenruo
文蔚	wenwei
文衡	wenheng
文谦	wenqian
文进	wenjin
文钦	wenqin
文震亨	wenzhenheng
斋藤义龙	zhaitengyilong
斋藤千穗	zhaitengqiansui
斋藤工	zhaitenggong
斋藤步	zhaitengbu
斛律光	hulvguang
断事官	duanshiguan
斯卡罗尼	sikaluoni
斯嘉丽	sijiali
斯基拉奇	sijilaqi
斯塔夫里阿诺斯	sitafulianuosi
斯塔比尔	sitabier
斯托伊奇科夫	situoyiqikefu
斯泰潘内克	sitaipanneike
斯琴塔日哈	siqintariha
斯琴格日乐	siqingerile
斯维德伯格	siweideboge
斯维德勒	siweidelei
斯蒂法诺	sidifanuo
新垣结衣	xinyuanjieyi
新贵人	xinguiren
方东树	fangdongshu
方丹	fangdan
方元	fangyuan
方凤	fangfeng
方刚	fanggang
方功惠	fanggonghui
方叔洪	fangshuhong
方哲	fangzhe
方回	fanghui
方国栋	fangguodong
方士庶	fangshishu
方夏	fangxia
方夔	fangkui
方天丰	fangtianfeng
方奇	fangqi
方婉仪	fangwanyi
方孝标	fangxiaobiao
方寿	fangshou
方峻	fangjun
方延平	fangyanping
方悦	fangyue
方扬	fangyang
方捷	fangjie
方新	fangxin
方朝	fangchao
方梅	fangmei
方槐	fanghuai
方殿元	fangdianyuan
方泉	fangquan
方浚颐	fangjunyi
方润华	fangrunhua
方淦	fanggan
方炯	fangjiong
方熊	fangxiong
方玉润	fangyurun
方珍	fangzhen
方登峄	fangdengyi
方纪	fangji
方肇	fangzhao
方薰	fangxun
方观	fangguan
方观承	fangguancheng
方豪	fanghao
方钧	fangjun
方鼎英	fangdingying
施世明	shishiming
施北衡	shibeiheng
施发	shifa
施士洁	shishijie
施子清	shiziqing
施宜生	shiyisheng
施小墨	shixiaomo
施忠	shizhong
施拉格	shilage
施洋	shiyang
施源	shiyuan
施炎	shiyan
施蛰存	shizhecun
施达	shida
无强	wuqiang
日南郡	rinanjun
日御	riyu
日章	rizhang
早乙女	zaoyinv
时任三郎	shirensanlang
时大彬	shidabin
时寒冰	shihanbing
旻宁	minning
昂山素姬	angshansuji
昆体良	kuntiliang
昆泽	kunze
昇明	shengming
昌国	changguo
明中	mingzhong
明升	mingsheng
明叔亮	mingshuliang
明太祖朱元璋	mingtaizuzhuyuanzhang
明宗	mingzong
明帝	mingdi
明应	mingying
明怀	minghuai
明日花	mingrihua
明熹宗	mingxizong
明神宗	mingshenzong
易军	yijun
易君左	yijunzuo
易安华	yianhua
易慧	yihui
易王	yiwang
易立	yili
易简	yijian
易茗	yiming
昙华	tanhua
星瀚	xinghan
星野亚希	xingyeyaxi
春日局	chunriju
春树	chunshu
春申君	chunshenjun
春野樱	chunyeying
昭仪	zhaoyi
昭华	zhaohua
昭媛	zhaoyuan
昭容	zhaorong
昴星	maoxing
显亲	xianqin
显道	xiandao
晁盖	chaogai
晁衡	chaoheng
晋侯	jinhou
晋厉侯	jinlihou
晋哀侯	jinaihou
晋孝侯	jinxiaohou
晋定公	jindinggong
晋废帝	jinfeidi
晋康帝	jinkangdi
晋成侯	jinchenghou
晋成公	jinchenggong
晋景公	jinjinggong
晋武侯	jinwuhou
晋烈公	jinliegong
晋襄公	jinxianggong
晋靖侯	jinjinghou
晏安澜	yananlan
晏明	yanming
晏殊	yanshu
晏紫	yanzi
晓慧	xiaohui
晓雪	xiaoxue
晨凫	chenfu
晨岚	chenlan
普尔塔	puerta
普斯卡什	pusikashen
普泰	putai
普荷	puhe
普里戈金	puligejin
景兴	jingxing
景初	jingchu
景学义	jingxueyi
景宗	jingzong
景平	jingping
景焕	jinghuan
景王	jingwang
景耀	jingyao
智融	zhirong
智达	zhida
曲向东	quxiangdong
曲梁	quliang
曲波	qubo
曲阿	qua
曹中铭	caozhongming
曹丹丹	caodandan
曹仁	caoren
曹仁虎	caorenhu
曹休	caoxiu
曹侃	caokan
曹健	caojian
曹元忠	caoyuanzhong
曹元恒	caoyuanheng
曹参	caocan
曹叔	caoshu
曹喜蛙	caoxiwa
曹均	caojun
曹增辉	caozenghui
曹大章	caodazhang
曹奂	caohuan
曹学	caoxue
曹宇	caoyu
曹寇	caokou
曹岳	caoyue
曹崧	caosong
曹嵩	caosong
曹建海	caojianhai
曹彦	caoyan
曹彬	caobin
曹彰	caozhang
曹征	caozheng
曹德	caode
曹性	caoxing
曹恒	caoheng
曹据	caoju
曹方	caofang
曹日晖	caorihui
曹时中	caoshizhong
曹显兵	caoxianbing
曹景行	caojingxing
曹曦文	caoxiwen
曹曾	caoceng
曹本荣	caobenrong
曹枫	caofeng
曹格	caoge
曹森	caosen
曹氏	caoshi
曹永	caoyong
曹泰	caotai
曹洪	caohong
曹润堂	caoruntang
曹湘	caoxiang
曹溶	caorong
曹熊	caoxiong
曹燕	caoyan
曹燕华	caoyanhua
曹爽	caoshuang
曹珏	caojue
曹申吉	caoshenji
曹盛洁	caoshengjie
曹真	caozhen
曹秀先	caoxiuxian
曹端	caoduan
曹素功	caosugong
曹纯	caochun
曹羲	caoxi
曹腾	caoteng
曹节	caojie
曹芳	caofang
曹荻秋	caodiqiu
曹虹	caohong
曹训	caoxun
曹谨	caojin
曹豹	caobao
曹辅	caofu
曹远征	caoyuanzheng
曹鉴	caojian
曹鉴冰	caojianbing
曹铭	caoming
曹锡宝	caoxibao
曹锡璜	caoxihuang
曹阳	caoyang
曹阿瞒	caoaman
曹雪	caoxue
曹霖	caolin
曹霸	caoba
曹颖	caoying
曹髦	caomao
曹鸿勋	caohongxun
曼施坦因	manshitanyin
曼施泰因	manshitaiyin
曼柏	manbai
曾万钟	cengwanzhong
曾世荣	cengshirong
曾业辉	cengyehui
曾乔	cengqiao
曾习经	cengxijing
曾会明	cenghuiming
曾兰芳	cenglanfang
曾凤仪	cengfengyi
曾勉	cengmian
曾参	cengcan
曾士峨	cengshie
曾子	cengzi
曾子航	cengzihang
曾宝荪	cengbaosun
曾宣	cengxuan
曾宪锋	cengxianfeng
曾少宗	cengshaozong
曾庆祝	cengqingzhu
曾廉	cenglian
曾懿	cengyi
曾春华	cengchunhua
曾泽生	cengzesheng
曾瀞漪	cengjingyi
曾灿	cengcan
曾灿灯	cengcandeng
曾炜	cengwei
曾炳权	cengbingquan
曾玲	cengling
曾瑞	cengrui
曾璜	cenghuang
曾祥金	cengxiangjin
曾约农	cengyuenong
曾衍东	cengyandong
曾钊	cengzhao
曾铣	cengxi
曾铸	cengzhu
月亮姐姐	yueliangjiejie
有冈大贵	yougangdagui
有森也实	yousenyeshi
有纪	youji
有里知花	youlizhihua
朋霍费尔	penghuofeier
服部半藏	fububancang
朗缪尔	langmouer
朗费罗	langfeiluo
朝仓音梦	chaocangyinmeng
朝审	chaoshen
朝比奈	chaobinai
朝田龙太郎	chaotianlongtailang
期思	qisi
木下惠介	muxiahuijie
木口亚矢	mukouyashi
木增	muzeng
木户孝允	muhuxiaoyun
木拉提	mulati
木更津	mugengjin
木村雅史	mucunyashi
末主	mozhu
末帝	modi
本乡奏多	benxiangzouduo
本木雅弘	benmuyahong
本田邦久	bentianbangjiu
朱一新	zhuyixin
朱为弼	zhuweibi
朱之蕃	zhuzhifan
朱之锡	zhuzhixi
朱书	zhushu
朱云卿	zhuyunqing
朱云辉	zhuyunhui
朱仁荣	zhurenrong
朱伟	zhuwei
朱伦瀚	zhulunhan
朱允炆	zhuyunwen
朱先	zhuxian
朱光	zhuguang
朱克靖	zhukejing
朱军	zhujun
朱冲	zhuchong
朱凤标	zhufengbiao
朱利安尼	zhulianni
朱剑凡	zhujianfan
朱剑秋	zhujianqiu
朱勇均	zhuyongjun
朱勋	zhuxun
朱升	zhusheng
朱华	zhuhua
朱厚熜	zhuhoucong
朱友珪	zhuyougui
朱可欣	zhukexin
朱右	zhuyou
朱同	zhutong
朱启南	zhuqinan
朱启连	zhuqilian
朱善	zhushan
朱国盛	zhuguosheng
朱坤	zhukun
朱士勤	zhushiqin
朱士林	zhushilin
朱奇伟	zhuqiwei
朱娜	zhuna
朱孝纯	zhuxiaochun
朱学增	zhuxuezeng
朱守道	zhushoudao
朱安禹	zhuanyu
朱宝善	zhubaoshan
朱实夫	zhushifu
朱少屏	zhushaoping
朱岷	zhumin
朱峤	zhujiao
朱庆元	zhuqingyuan
朱廷刚	zhutinggang
朱建新	zhujianxin
朱异	zhuyi
朱彭	zhupeng
朱彭年	zhupengnian
朱志尧	zhuzhiyao
朱戟	zhuji
朱承	zhucheng
朱承爵	zhuchengjue
朱提	zhuti
朱敦儒	zhudunru
朱文学	zhuwenxue
朱文泉	zhuwenquan
朱文涛	zhuwentao
朱文清	zhuwenqing
朱斯特	zhusite
朱方华	zhufanghua
朱昂	zhuang
朱昆田	zhukuntian
朱易	zhuyi
朱晓东	zhuxiaodong
朱朗	zhulang
朱本	zhuben
朱术桂	zhushugui
朱朴	zhupu
朱权	zhuquan
朱杰	zhujie
朱桓	zhuhuan
朱次琦	zhuciqi
朱永康	zhuyongkang
朱汝华	zhuruhua
朱沆	zhuhang
朱治	zhuzhi
朱泳腾	zhuyongteng
朱洗	zhuxi
朱洵	zhuxun
朱海	zhuhai
朱淇	zhuqi
朱澄	zhucheng
朱瀚	zhuhan
朱灵	zhuling
朱烈	zhulie
朱焱	zhuyan
朱然	zhuran
朱照	zhuzhao
朱燮元	zhuxieyuan
朱玮杰	zhuweijie
朱珪	zhugui
朱理	zhuli
朱琏	zhulian
朱琰	zhuyan
朱瑞	zhurui
朱璟	zhujing
朱用纯	zhuyongchun
朱由榔	zhuyoulang
朱相宇	zhuxiangyu
朱真	zhuzhen
朱研	zhuyan
朱祐樘	zhuyoutang
朱祖祥	zhuzuxiang
朱祺	zhuqi
朱筠	zhuyun
朱简	zhujian
朱绅	zhushen
朱绍良	zhushaoliang
朱缨	zhuying
朱耷	zhuda
朱聿键	zhuyujian
朱肱	zhugong
朱能	zhuneng
朱芬	zhufen
朱芳	zhufang
朱芾	zhufei
朱芾煌	zhufeihuang
朱茵	zhuyin
朱荃	zhuquan
朱虚	zhuxu
朱虹	zhuhong
朱裕	zhuyu
朱裳	zhushang
朱观	zhuguan
朱诚泳	zhuchengyong
朱谋	zhumou
朱谌之	zhuchenzhi
朱谨	zhujin
朱象贤	zhuxiangxian
朱赞	zhuzan
朱轶	zhuyi
朱轼	zhushi
朱载垕	zhuzaihou
朱载堉	zhuzaiyu
朱载育	zhuzaiyu
朱迅	zhuxun
朱迪	zhudi
朱邦	zhubang
朱采	zhucai
朱金兰	zhujinlan
朱钟	zhuzhong
朱钦	zhuqin
朱钧	zhujun
朱钰	zhuyu
朱铁	zhutie
朱陵	zhuling
朱霁青	zhujiqing
朱鹤	zhuhe
朱鼎玉	zhudingyu
朱龄	zhuling
朴俊奎	pujunkui
朴勇宇	puyongyu
朴海日	puhairi
朴真熙	puzhenxi
朴趾源	puzhiyuan
权量	quanliang
杉内雅男	shanneiyanan
杉原杏璃	shanyuanxingli
杉山纪彰	shanshanjizhang
杉本有美	shanbenyoumei
杉田	shantian
杉田智和	shantianzhihe
李万居	liwanju
李世倬	lishizhuo
李世泽	lishize
李世熊	lishixiong
李世英	lishiying
李世龙	lishilong
李东奎	lidongkui
李东田	lidongtian
李严	liyan
李中南	lizhongnan
李中师	lizhongshi
李中立	lizhongli
李丰	lifeng
李丰永	lifengyong
李丹	lidan
李丽珊	lilishan
李义庭	liyiting
李之芳	lizhifang
李乐	lile
李亚伟	liyawei
李亚春	liyachun
李亚蓉	liyarong
李亦雯	liyiwen
李亨	liheng
李亮	liliang
李仍	lireng
李从珂	licongke
李仕学	lishixue
李仙得	lixiande
李仲扬	lizhongyang
李伏	lifu
李众	lizhong
李伟	liwei
李伟文	liweiwen
李佳璘	lijialin
李佳豫	lijiayu
李依桐	liyitong
李俊山	lijunshan
李俊慧	lijunhui
李倩妮	liqianni
李健	lijian
李偲	licai
李傕	lijue
李傻傻	lishasha
李儇	lixuan
李儒	liru
李元度	liyuandu
李元阳	liyuanyang
李兆年	lizhaonian
李先芳	lixianfang
李光	liguang
李光久	liguangjiu
李光斗	liguangdou
李光洁	liguangjie
李兰娟	lilanjuan
李兴春	lixingchun
李兵	libing
李典	lidian
李再华	lizaihua
李军	lijun
李冲	lichong
李冶	liye
李准基	lizhunji
李凯年	likainian
李别	libie
李劫	lijie
李劲然	lijinran
李势	lishi
李华军	lihuajun
李华国	lihuaguo
李南星	linanxing
李卜克内西	libukeneixi
李友太	liyoutai
李友梅	liyoumei
李可	like
李吉寿	lijishou
李名	liming
李和	lihe
李咏	liyong
李品仙	lipinxian
李响	lixiang
李哲	lizhe
李唐	litang
李嘉绩	lijiaji
李因	liyin
李因笃	liyindu
李固	ligu
李国	liguo
李国勋	liguoxun
李国江	liguojiang
李国良	liguoliang
李国训	liguoxun
李坛	litan
李坤军	likunjun
李基宇	lijiyu
李塨	ligong
李士彬	lishibin
李士桢	lishizhen
李大昌	lidachang
李天任	litianren
李天根	litiangen
李天植	litianzhi
李天馥	litianfu
李好	lihao
李如一	liruyi
李妍熙	liyanxi
李妍瑾	liyanjin
李威	liwei
李威克	liweike
李子亮	liziliang
李子旸	liziyang
李存信	licunxin
李季	liji
李学川	lixuechuan
李学庆	lixueqing
李学林	lixuelin
李安	lian
李安全	lianquan
李宗信	lizongxin
李宗扬	lizongyang
李宗昉	lizongfang
李宗瀚	lizonghan
李宗黄	lizonghuang
李宜芳	liyifang
李宪乔	lixianqiao
李家华	lijiahua
李密	limi
李寿	lishou
李封	lifeng
李小婉	lixiaowan
李少红	lishaohong
李尚	lishang
李尹桑	liyinsang
李屾	lishen
李崇	lichong
李崧	lisong
李嵩	lisong
李希特	lixite
李常	lichang
李常在	lichangzai
李平书	lipingshu
李广平	liguangping
李庆良	liqingliang
李康华	likanghua
李延	liyan
李廷相	litingxiang
李建兵	lijianbing
李异	liyi
李弥	limi
李彦	liyan
李彩虹	licaihong
李德光	lideguang
李德孝	lidexiao
李德强	lideqiang
李德纯	lidechun
李德钢	lidegang
李心传	lixinchuan
李心怡	lixinyi
李必蕃	libifan
李忱	lichen
李念慈	linianci
李怀民	lihuaimin
李恂	lixun
李恒	liheng
李恕	lishu
李恢	lihui
李恩元	lienyuan
李恪	like
李惠堂	lihuitang
李想	lixiang
李惺	lixing
李意	liyi
李慎之	lishenzhi
李戈	lige
李扬	liyang
李振清	lizhenqing
李振裕	lizhenyu
李放	lifang
李敖	liao
李敦白	lidunbai
李敬思	lijingsi
李文子	liwenzi
李文瀚	liwenhan
李文炤	liwenzhao
李文耕	liwengeng
李文藻	liwenzao
李文通	liwentong
李斌	libin
李斯羽	lisiyu
李新芳	lixinfang
李日华	lirihua
李旦	lidan
李时	lishi
李时行	lishixing
李时雍	lishiyong
李昂	liang
李昇	lisheng
李昌	lichang
李明雪	limingxue
李明顺	limingshun
李易祥	liyixiang
李星	lixing
李星沅	lixingyuan
李春	lichun
李春熙	lichunxi
李春燕	lichunyan
李春福	lichunfu
李昭玘	lizhaoqi
李是男	lishinan
李昱	liyu
李显	lixian
李晏	liyan
李晔	liye
李晖	lihui
李晟	licheng
李晶	lijing
李智屏	lizhiping
李暄	lixuan
李暹	lixian
李曼	liman
李服	lifu
李朔	lishuo
李期	liqi
李材	licai
李林	lilin
李林松	lilinsong
李柷	lichu
李桓	lihuan
李桢	lizhen
李楚瀛	lichuying
李楷	likai
李樯	liqiang
李欧梵	lioufan
李歆	lixin
李正伦	lizhenglun
李正先	lizhengxian
李毓芬	liyufen
李民	limin
李汉仪	lihanyi
李汝华	liruhua
李汝龙	lirulong
李汶	liwen
李治	lizhi
李治民	lizhimin
李泉	liquan
李波	libo
李泰成	litaicheng
李洪海	lihonghai
李洵	lixun
李流芳	liliufang
李济	liji
李济平	lijiping
李海卓	lihaizhuo
李海观	lihaiguan
李海青	lihaiqing
李涌	liyong
李涛	litao
李淑华	lishuhua
李淑卿	lishuqing
李淦	ligan
李湘	lixiang
李湛	lizhan
李溥光	lipuguang
李滨	libin
李漼	licui
李潮	lichao
李澄中	lichengzhong
李瀛寰	liyinghuan
李灵	liling
李炎	liyan
李炜	liwei
李炳	libing
李炳辰	libingchen
李焕章	lihuanzhang
李焘	lidao
李熙垣	lixiyuan
李熹	lixi
李牧	limu
李特	lite
李玄	lixuan
李玄霸	lixuanba
李玉	liyu
李玉刚	liyugang
李玉琳	liyulin
李玖哲	lijiuzhe
李玟	liwen
李玟真	liwenzhen
李玥	liyue
李玲玉	lilingyu
李球	liqiu
李琛	lichen
李琳	lilin
李瑛	liying
李瑞清	liruiqing
李璋煜	lizhangyu
李璟	lijing
李璧	libi
李瓒	lizan
李生光	lishengguang
李生寅	lishengyin
李用清	liyongqing
李登	lideng
李百军	libaijun
李益	liyi
李盖凡	ligaifan
李相	lixiang
李相勋	lixiangxun
李真	lizhen
李睍	lixian
李瞻	lizhan
李硕	lishuo
李磊	lilei
李祖望	lizuwang
李祖泽	lizuze
李祥凤	lixiangfeng
李福	lifu
李禹东	liyudong
李秉德	libingde
李童	litong
李端	liduan
李符	lifu
李纪珠	lijizhu
李纯	lichun
李纲	ligang
李绂	lifu
李绅	lishen
李绍珍	lishaozhen
李经	lijing
李绩	liji
李维	liwei
李群	liqun
李翠芳	licuifang
李翠菊	licuiju
李翰卿	lihanqing
李耳	lier
李聃	lidan
李肃	lisu
李胜	lisheng
李腾蛟	litengjiao
李膺	liying
李良年	liliangnian
李艳	liyan
李艾	liai
李艾东	liaidong
李若彤	liruotong
李苹	liping
李莉	lili
李萼	lie
李蒙	limeng
李蕃	lifan
李藩	lifan
李虎	lihu
李虎军	lihujun
李西闽	liximin
李见明	lijianming
李觉	lijue
李觏	ligou
李言闻	liyanwen
李诗琪	lishiqi
李诚儒	lichengru
李详	lixiang
李诫	lijie
李诵	lisong
李谷	ligu
李豫	liyu
李豫川	liyuchuan
李贞	lizhen
李贡	ligong
李贤	lixian
李贺	lihe
李赞	lizan
李轩	lixuan
李辉	lihui
李辉仁	lihuiren
李迎春	liyingchun
李迪	lidi
李适	lishi
李通	litong
李邕	liyong
李重华	lizhonghua
李金	lijin
李金斗	lijindou
李鑫淼	lixinmiao
李钟秀	lizhongxiu
李钢	ligang
李铁军	litiejun
李铭	liming
李铭顺	limingshun
李锦	lijin
李镜清	lijingqing
李长之	lizhangzhi
李长熙	lizhangxi
李阳	liyang
李阳春	liyangchun
李陵	liling
李雄	lixiong
李雨	liyu
李雨霏	liyufei
李雪	lixue
李雪松	lixuesong
李雷	lilei
李霁	liji
李霖	lilin
李霞	lixia
李霨	liwei
李青川	liqingchuan
李青海	liqinghai
李静	lijing
李静芳	lijingfang
李颀	liqi
李颐	liyi
李颖	liying
李颙	liyong
李馥	lifu
李驹	liju
李骥	liji
李鳝	lishan
李鸿嘉	lihongjia
李鸿裔	lihongyi
李麟	lilin
李默	limo
李鼎峰	lidingfeng
杏里	xingli
村上爱	cunshangai
村上龙	cunshanglong
杜丽	duli
杜义	duyi
杜佑	duyou
杜可名	dukeming
杜叶锡恩	duyexien
杜唯	duwei
杜士基	dushiji
杜大成	dudacheng
杜如晦	duruhui
杜子美	duzimei
杜宣	duxuan
杜微	duwei
杜志华	duzhihua
杜思敬	dusijing
杜敬	dujing
杜文澜	duwenlan
杜斌	dubin
杜春生	duchunsheng
杜本	duben
杜欣	duxin
杜泉	duquan
杜海涛	duhaitao
杜淳	duchun
杜煦	duxu
杜猛	dumeng
杜琼	duqiong
杜睿	durui
杜纲	dugang
杜绾	duwan
杜臻	duzhen
杜芸	duyun
杜袭	duxi
杜越	duyue
杜路	dulu
杜远	duyuan
杜锐	durui
杜长生	duchangsheng
杜预	duyu
杜鹏程	dupengcheng
来岛通总	laidaotongzong
来护儿	laihuer
来敏	laimin
杨一	yangyi
杨东明	yangdongming
杨丞琳	yangchenglin
杨中讷	yangzhongne
杨乐渝	yangleyu
杨于嘉	yangyujia
杨仁寿	yangrenshou
杨介	yangjie
杨仕省	yangshisheng
杨仙逸	yangxianyi
杨仪	yangyi
杨仲明	yangzhongming
杨任	yangren
杨侑	yangyou
杨修	yangxiu
杨倩	yangqian
杨儒	yangru
杨兆麟	yangzhaolin
杨光钰	yangguangyu
杨克煌	yangkehuang
杨兴权	yangxingquan
杨凤苞	yangfengbao
杨剑	yangjian
杨劲松	yangjingsong
杨勇	yangyong
杨千霈	yangqianpei
杨吉昌	yangjichang
杨名时	yangmingshi
杨向奎	yangxiangkui
杨哲宜	yangzheyi
杨嘉祚	yangjiazuo
杨增新	yangzengxin
杨士林	yangshilin
杨士海	yangshihai
杨大明	yangdaming
杨天明	yangtianming
杨天民	yangtianmin
杨天骥	yangtianji
杨奇清	yangqiqing
杨奉	yangfeng
杨威	yangwei
杨娟	yangjuan
杨婷	yangting
杨子	yangzi
杨子姗	yangzishan
杨学涛	yangxuetao
杨守愚	yangshouyu
杨宏胜	yanghongsheng
杨宏道	yanghongdao
杨宗稷	yangzongji
杨宣	yangxuan
杨小乐	yangxiaole
杨小黎	yangxiaoli
杨尚文	yangshangwen
杨巍	yangwei
杨帆	yangfan
杨幂	yangmi
杨平	yangping
杨广	yangguang
杨应奎	yangyingkui
杨应春	yangyingchun
杨庚	yanggeng
杨度	yangdu
杨庶堪	yangshukan
杨彪	yangbiao
杨彬	yangbin
杨怀	yanghuai
杨思圣	yangsisheng
杨思敏	yangsimin
杨恢	yanghui
杨恺	yangkai
杨惟义	yangweiyi
杨慎	yangshen
杨慧林	yanghuilin
杨扬	yangyang
杨振鸿	yangzhenhong
杨文干	yangwengan
杨文魁	yangwenkui
杨昂	yangang
杨明哲	yangmingzhe
杨昱	yangyu
杨晋	yangjin
杨晋华	yangjinhua
杨晓明	yangxiaoming
杨晖	yanghui
杨晦	yanghui
杨朔	yangshuo
杨本	yangben
杨朱	yangzhu
杨村彬	yangcunbin
杨松	yangsong
杨林	yanglin
杨果	yangguo
杨枢	yangshu
杨柏	yangbai
杨柯	yangke
杨栋	yangdong
杨树达	yangshuda
杨桓	yanghuan
杨棨	yangqi
杨欣	yangxin
杨武之	yangwuzhi
杨毅	yangyi
杨永年	yangyongnian
杨永明	yangyongming
杨永衍	yangyongyan
杨沂孙	yangyisun
杨沛	yangpei
杨沫	yangmo
杨泗洪	yangsihong
杨洁	yangjie
杨洋	yangyang
杨洪	yanghong
杨济	yangji
杨海峰	yanghaifeng
杨海鹰	yanghaiying
杨淇	yangqi
杨淑华	yangshuhua
杨清顺	yangqingshun
杨溥	yangpu
杨潮	yangchao
杨澄	yangcheng
杨炎	yangyan
杨炯	yangjiong
杨爽	yangshuang
杨玉和	yangyuhe
