# 泰深输入法专业词库 — biology
# 格式：词 拼音（每行一个，空格或制表符分隔）
# 来源：搜狗细胞词库（官方推荐分类），scel2txt 转换

去唾液酸铜蓝蛋白	qutuoyesuantonglandanbai
去大脑动物	qudanaodongwu
去大脑强直	qudanaoqiangzhi
去大脑状态	qudanaozhuangtai
去大脑皮质动物	qudanaopizhidongwu
去头动物	qutoudongwu
去小脑	quxiaonao
去小脑法	quxiaonaofa
去性腺	quxingxian
去抑制	quyizhi
去抑制作用	quyizhizuoyong
去整合作用	quzhenghezuoyong
去春化作用	quchunhuazuoyong
去木质作用	qumuzhizuoyong
去极	quji
去极化	qujihua
去极化作用	qujihuazuoyong
去核仁	quheren
去核作用	quhezuoyong
去核卵块	quheluankuai
去核细胞	quhexibao
去梗阻后利尿	qugengzuhouliniao
去毒作用	quduzuoyong
去毒动物毒液	qududongwuduye
去氢飞廉定	quqingfeilianding
去氧塔罗糖	quyangtaluotang
去氧核糖醇	quyanghetangchun
去氧氢化可的松	quyangqinghuakedisong
去氧皮质醇	quyangpizhichun
去氧醋糖	quyangcutang
去水合作用	qushuihezuoyong
去泡剂	qupaoji
去活毒液	quhuoduye
去甲二氢愈创木酸	qujiaerqingyuchuangmusuan
去甲亚麻酸	qujiayamasuan
去甲变肾上腺素	qujiabianshenshangxiansu
去甲烟碱	qujiayanjian
去甲甾类	qujiazailei
去甲睾甾酮	qujiagaozaitong
去甲类固醇	qujialeiguchun
去甲肾上腺素	qujiashenshangxiansu
去甲雨石蒜碱	qujiayushisuanjian
去电子作用	qudianzizuoyong
去皮质	qupizhi
去皮质术	qupizhishu
去盐	quyan
去盐作用	quyanzuoyong
去矿质作用	qukuangzhizuoyong
去神经	qushenjing
去神经支配	qushenjingzhipei
去离子	qulizi
去离子作用	qulizizuoyong
去离子水	qulizishui
去离子混合树脂	qulizihunheshuzhi
去糖基作用	qutangjizuoyong
去纤维蛋白	quxianweidanbai
去纤维蛋白作用	quxianweidanbaizuoyong
去纤维蛋白综合征	quxianweidanbaizonghezheng
去纤酶	quxianmei
去肾性高血压	qushenxinggaoxueya
去胚卵	qupeiluan
去胸腺并经照射的无	quxiongxianbingjingzhaoshedewu
去脑	qunao
去脑术	qunaoshu
去蒸发	quzhengfa
去蛋白	qudanbai
去蛋白作用	qudanbaizuoyong
去衣壳	quyike
去补体	qubuti
去补体作用	qubutizuoyong
去角动物	qujiaodongwu
去质子作用	quzhizizuoyong
去酸作用	qusuanzuoyong
去阻抑	quzuyi
去阻遏	quzue
去阻遏作用	quzuezuoyong
去除文身	quchuwenshen
去除软组织	quchuruanzuzhi
去饱和	qubaohe
去饱和作用	qubaohezuoyong
去饱和酶	qubaohemei
去骨化	quguhua
去骨化作用	quguhuazuoyong
去鳃脏	qusaizang
参入错误	canrucuowu
参差构象	cencigouxiang
参数评估	canshupinggu
参量放大器	canliangfangdaqi
叉点移动	chadianyidong
叉状毛	chazhuangmao
叉状链	chazhuanglian
叉突	chatu
友病因子	youbingyinzi
友菌素	youjunsu
友霉素	youmeisu
双丁酰环腺苷酸	shuangdingxianhuanxiangansuan
双三叉体	shuangsanchati
双不饱和甘油酯	shuangbubaoheganyouzhi
双丝弓矫治器	shuangsigongjiaozhiqi
双中柱	shuangzhongzhu
双主动脉弓	shuangzhudongmaigong
双义基因组	shuangyijiyinzu
双乙嗪	shuangyiqin
双乙氨基	shuangyianji
双乙酰神经氨酸	shuangyixianshenjingansuan
双乳头瓣	shuangrutouban
双二乙氨乙	shuangeryianyi
双二价体	shuangerjiati
双二倍体	shuangerbeiti
双二倍体核	shuangerbeitihe
双二倍性	shuangerbeixing
双交换	shuangjiaohuan
双交换四分体	shuangjiaohuansifenti
双交杂种第一代	shuangjiaozazhongdiyidai
双产	shuangchan
双亲中值	shuangqinzhongzhi
双亲染色体分立	shuangqinransetifenli
双亲肾移植	shuangqinshenyizhi
双亲雄体	shuangqinxiongti
双体椎型	shuangtizhuixing
双侧动脉导管	shuangcedongmaidaoguan
双侧唇裂	shuangcechunlie
双侧平衡	shuangcepingheng
双侧腭裂	shuangceelie
双倍体细胞形成	shuangbeitixibaoxingcheng
双倍无配生殖	shuangbeiwupeishengzhi
双倍期	shuangbeiqi
双光束光度计	shuangguangshuguangduji
双光束分光光度计	shuangguangshufenguangguangduji
双入口心室	shuangrukouxinshi
双共振	shuanggongzhen
双关密码子	shuangguanmimazi
双关碱基密码	shuangguanjianjimima
双关联密码子	shuangguanlianmimazi
双分子反应	shuangfenzifanying
双分子层	shuangfenziceng
双分子脂膜	shuangfenzizhimo
双分染色体	shuangfenranseti
双列杂交	shuangliezajiao
双功能加氧酶	shuanggongnengjiayangmei
双功能引发剂	shuanggongnengyinfaji
双功能抗原	shuanggongnengkangyuan
双功能氧化酶	shuanggongnengyanghuamei
双功能试剂	shuanggongnengshiji
双功能质粒	shuanggongnengzhili
双功能载体	shuanggongnengzaiti
双加氧酶	shuangjiayangmei
双半乳糖甘油二酯	shuangbanrutangganyouerzhi
双单体交叠种	shuangdantijiaodiezhong
双单倍体	shuangdanbeiti
双受体	shuangshouti
双受精	shuangshoujing
双受精作用	shuangshoujingzuoyong
双叶型机械瓣	shuangyexingjixieban
双叶状种植体	shuangyezhuangzhongzhiti
双叶皮瓣	shuangyepiban
双叶阴囊	shuangyeyinnang
双合透镜	shuanghetoujing
双名制	shuangmingzhi
双名法	shuangmingfa
双向免疫扩散	shuangxiangmianyikuosan
双向凝胶电泳	shuangxiangningjiaodianyong
双向复制	shuangxiangfuzhi
双向扩散试验	shuangxiangkuosanshiyan
双向技术	shuangxiangjishu
双向电泳	shuangxiangdianyong
双向纸层析	shuangxiangzhicengxi
双向纸色谱法	shuangxiangzhisepufa
双向肽谱作图	shuangxiangtaipuzuotu
双向转录	shuangxiangzhuanlu
双向阻滞	shuangxiangzuzhi
双吡啶	shuangbiding
双呼吸型	shuanghuxixing
双唾液酸单岩藻糖基乳糖	shuangtuoyesuandanyanzaotangjirutang
双唾液酸基乳糖	shuangtuoyesuanjirutang
双唾液酸神经节苷脂	shuangtuoyesuanshenjingjieganzhi
双唾液酸血糖苷脂	shuangtuoyesuanxuetangganzhi
双因子杂合子	shuangyinzizahezi
双因子杂种	shuangyinzizazhong
双因子杂种杂交	shuangyinzizazhongzajiao
双壳纲	shuangkegang
双壳贝	shuangkebei
双多倍体	shuangduobeiti
双头畸形	shuangtoujixing
双头绷带卷	shuangtoubengdaijuan
双套牙期	shuangtaoyaqi
双子叶植物	shuangziyezhiwu
双孢体	shuangbaoti
双孢子	shuangbaozi
双孢子胚囊	shuangbaozipeinang
双小核草履虫	shuangxiaohecaolvchong
双尖牙	shuangjianya
双层绒型假体	shuangcengrongxingjiati
双层膜	shuangcengmo
双岩藻四糖	shuangyanzaositang
双岩藻己糖	shuangyanzaojitang
双岩藻糖基乳糖	shuangyanzaotangjirutang
双峰曲线	shuangfengquxian
双峰生长	shuangfengshengzhang
双己糖基神经酰胺	shuangjitangjishenjingxianan
双干脊髓	shuangganjisui
双平型	shuangpingxing
双底物动力学	shuangdiwudonglixue
双底物反应	shuangdiwufanying
双弓型	shuanggongxing
双弓类	shuanggonglei
双弓颊	shuanggongjia
双形真菌素	shuangxingzhenjunsu
双形真菌酸	shuangxingzhenjunsuan
双形蕈素	shuangxingxunsu
双形蕈酸	shuangxingxunsuan
双微体	shuangweiti
双微染色体	shuangweiranseti
双心体	shuangxinti
双心畸形	shuangxinjixing
双态现象	shuangtaixianxiang
双悬果	shuangxuanguo
双扁囊胚幼虫	shuangbiannangpeiyouchong
双手托颌法	shuangshoutuohefa
双手触诊	shuangshouchuzhen
双抗体技术	shuangkangtijishu
双支型附肢	shuangzhixingfuzhi
双星体	shuangxingti
双星有丝分裂	shuangxingyousifenlie
双显性个体	shuangxianxinggeti
双显性组合	shuangxianxingzuhe
双晶现象	shuangjingxianxiang
双曲形	shuangquxing
双末端氧化	shuangmoduanyanghua
双杂交	shuangzajiao
双杆菌	shuangganjun
双极电凝	shuangjidianning
双极电凝器	shuangjidianningqi
双极电灼术	shuangjidianzhuoshu
双果爿植物	shuangguopanzhiwu
双染色体组种	shuangransetizuzhong
双标记	shuangbiaoji
双核仁	shuangheren
双核体	shuangheti
双核分生孢子	shuanghefenshengbaozi
双核分裂	shuanghefenlie
双核化	shuanghehua
双核化作用	shuanghehuazuoyong
双核化侧丝	shuanghehuacesi
双核化菌丝体	shuanghehuajunsiti
双核孢子	shuanghebaozi
双核形成	shuanghexingcheng
双核期	shuangheqi
双核杂种	shuanghezazhong
双核细胞	shuanghexibao
双核阶段	shuanghejieduan
双氢睾酮	shuangqinggaotong
双氧气	shuangyangqi
双沟型	shuanggouxing
双没食子酸	shuangmeishizisuan
双消化	shuangxiaohua
双溶原性	shuangrongyuanxing
双特异性抗体分子	shuangteyixingkangtifenzi
双环氧化合物	shuanghuanyanghuahewu
双环氧新黄素	shuanghuanyangxinhuangsu
双环胺	shuanghuanan
双环霉素	shuanghuanmeisu
双球菌	shuangqiujun
双球菌素	shuangqiujunsu
双瓣膜置换术	shuangbanmozhihuanshu
双甘氨肽	shuangganantai
双生子卵性诊断	shuangshengziluanxingzhenduan
双生子法	shuangshengzifa
双生牙	shuangshengya
双生病毒	shuangshengbingdu
双生病毒群	shuangshengbingduqun
双生间雌	shuangshengjianci
双畸胎	shuangjitai
双盖覆瓦状	shuanggaifuwazhuang
双盲试验	shuangmangshiyan
双相反应	shuangxiangfanying
双眼绷带法	shuangyanbengdaifa
双着丝粒易丝	shuangzhuosiliyisi
双着丝粒染色体	shuangzhuosiliranseti
双瞳孔	shuangtongkong
双硫醇	shuangliuchun
双磷脂酰甘油	shuanglinzhixianganyou
双神经纲	shuangshenjinggang
双稀释法	shuangxishifa
双端固定桥	shuangduangudingqiao
双筒比色计	shuangtongbiseji
双筒立体显微镜	shuangtonglitixianweijing
双箕斗	shuangjidou
双管结肠造口术	shuangguanjiechangzaokoushu
双精入卵	shuangjingruluan
双精受精	shuangjingshoujing
双精受精卵	shuangjingshoujingluan
双糖	shuangtang
双糖尿	shuangtangniao
双糖酶	shuangtangmei
双纽	shuangniu
双线期	shuangxianqi
双组	shuangzu
双组核	shuangzuhe
双绒	shuangrong
双缩胍	shuangsuogua
双缩脲	shuangsuoniao
双缩脲反应	shuangsuoniaofanying
双缩脲法	shuangsuoniaofa
双缩脲试剂	shuangsuoniaoshiji
双缩脲试验	shuangsuoniaoshiyan
双羟香豆素	shuangqiangxiangdousu
双翅目	shuangchimu
双翅目昆虫	shuangchimukunchong
双翅目昆虫蛹的血液中	shuangchimukunchongyongdexueyezhong
双翅目瘿	shuangchimuying
双翅目的胸部	shuangchimudixiongbu
双翅目的鬃	shuangchimudizong
双耳听觉	shuangertingjue
双联体	shuanglianti
双聚伞花序	shuangjusanhuaxu
双肺叶切除术	shuangfeiyeqiechushu
双肺尖	shuangfeijian
双肺移植	shuangfeiyizhi
双胎分娩	shuangtaifenmian
双胞孢子	shuangbaobaozi
双脊牙型	shuangjiyaxing
双脊齿型	shuangjichixing
双脱氧	shuangtuoyang
双脱氧核苷三磷酸	shuangtuoyanghegansanlinsuan
双脱氧法	shuangtuoyangfa
双脱氧测序	shuangtuoyangcexu
双腔右心室	shuangqiangyouxinshi
双腔吸虫	shuangqiangxichong
双腔吸虫病	shuangqiangxichongbing
双腔支气管导管	shuangqiangzhiqiguandaoguan
双臂卡环	shuangbikahuan
双节类	shuangjielei
双苯胺	shuangbenan
双菱形皮瓣	shuanglingxingpiban
双萌发孔	shuangmengfakong
双萜	shuangtie
双蒂皮瓣	shuangdipiban
双蜕皮	shuangtuipi
双螺旋	shuangluoxuan
双螺旋模型	shuangluoxuanmoxing
双螺旋结构	shuangluoxuanjiegou
双角动物	shuangjiaodongwu
双识别假说	shuangshibiejiashuo
双质子	shuangzhizi
双转节类	shuangzhuanjielei
双辐对称	shuangfuduichen
双重交配	shuangchongjiaopei
双重感染	shuangchongganran
双重效应突变种	shuangchongxiaoyingtubianzhong
双重杂合子	shuangchongzahezi
双重牙列	shuangchongyalie
双重简并位点	shuangchongjianbingweidian
双重识别	shuangchongshibie
双重试验	shuangchongshiyan
双链	shuanglian
双链体	shuanglianti
双链核糖核酸病毒	shuanglianhetanghesuanbingdu
双链环状	shuanglianhuanzhuang
双链球菌	shuanglianqiujun
双链聚核糖核苷酸	shuanglianjuhetanghegansuan
双链螺旋	shuanglianluoxuan
双门牙型	shuangmenyaxing
双门齿型	shuangmenchixing
双阴茎畸形	shuangyinjingjixing
双隐性	shuangyinxing
双雄受精	shuangxiongshoujing
双雌受精	shuangcishoujing
双霉素	shuangmeisu
双青藤碱	shuangqingtengjian
双面畸形	shuangmianjixing
双面角	shuangmianjiao
双鞭毛类	shuangbianmaolei
双鞭藻黄质	shuangbianzaohuangzhi
双韧维管束	shuangrenweiguanshu
双颌前突	shuangheqiantu
双颌式功能矫正器	shuangheshigongnengjiaozhengqi
双颌截骨术	shuanghejiegushu
双额减压术	shuangejianyashu
双颞侧	shuangniece
双颞叶切除后综合征	shuangnieyeqiechuhouzonghezheng
双麦芽糖	shuangmaiyatang
双鼻孔	shuangbikong
反丁烯二酸	fandingxiersuan
反丁烯二酸二酰基	fandingxiersuanerxianji
反丁烯二酸单酰基	fandingxiersuandanxianji
反丁烯二酸盐	fandingxiersuanyan
反丁烯二酸还原酶	fandingxiersuanhuanyuanmei
反丁烯二酸酶	fandingxiersuanmei
反义基因	fanyijiyin
反义寡	fanyigua
反义寡核苷酸	fanyiguahegansuan
反义寡脱氧核苷酸	fanyiguatuoyanghegansuan
反义治疗	fanyizhiliao
反义链	fanyilian
反义链防腐消毒剂	fanyilianfangfuxiaoduji
反乌头酸	fanwutousuan
反亚油酸	fanyayousuan
反代型	fandaixing
反信使	fanxinshi
反光组织	fanguangzuzhi
反光色素层	fanguangsesuceng
反分化	fanfenhua
反刍动物	fanchudongwu
反刍动物第二胃	fanchudongwudierwei
反刍动物第四胃	fanchudongwudisiwei
反刍类	fanchulei
反十八碳烯	fanshibatanxi
反叠构象	fandiegouxiang
反向双螺旋	fanxiangshuangluoxuan
反向同位素稀释分析	fanxiangtongweisuxishifenxi
反向同位素稀释法	fanxiangtongweisuxishifa
反向平行	fanxiangpingxing
反向平行链	fanxiangpingxinglian
反向插入	fanxiangcharu
反向混合	fanxianghunhe
反向聚合酶链式反应	fanxiangjuhemeilianshifanying
反向蚀斑试验	fanxiangshibanshiyan
反向转录	fanxiangzhuanlu
反向转运	fanxiangzhuanyun
反向辐射免疫扩散	fanxiangfushemianyikuosan
反向输运	fanxiangshuyun
反向过敏	fanxiangguomin
反向遗传学	fanxiangyichuanxue
反向重复序列	fanxiangchongfuxulie
反吹层析	fanchuicengxi
反嚼	fanjiao
反回力卡环	fanhuilikahuan
反基因组	fanjiyinzu
反复冻融	fanfudongrong
反复冻融作用	fanfudongrongzuoyong
反复合成	fanfuhecheng
反复嫁接	fanfujiajie
反复生殖	fanfushengzhi
反密码	fanmima
反密码子	fanmimazi
反密码子环	fanmimazihuan
反密码子臂	fanmimazibi
反密码子识别	fanmimazishibie
反射中枢	fanshezhongshu
反射动作	fanshedongzuo
反射性紧张	fanshexingjinzhang
反射描记器	fanshemiaojiqi
反射显微镜	fanshexianweijing
反射望远镜	fanshewangyuanjing
反射波流	fansheboliu
反射测试仪	fansheceshiyi
反射运动	fansheyundong
反应再现	fanyingzaixian
反应分子数	fanyingfenzishu
反应动力学	fanyingdonglixue
反应性	fanyingxing
反应性异常	fanyingxingyichang
反应性穿通性胶原病	fanyingxingchuantongxingjiaoyuanbing
反应抗体	fanyingkangti
反应木	fanyingmu
反应本能	fanyingbenneng
反应机理	fanyingjili
反应标准	fanyingbiaozhun
反应比速率	fanyingbisulv
反应活性	fanyinghuoxing
反应素	fanyingsu
反应级	fanyingji
反应级数	fanyingjishu
反应范围	fanyingfanwei
反应蛋白	fanyingdanbai
反应规范	fanyingguifan
反应过程	fanyingguocheng
反应链	fanyinglian
反应限量	fanyingxianliang
反底片	fandipian
反异脂肪酸	fanyizhifangsuan
反式	fanshi
反式作用	fanshizuoyong
反式作用因子	fanshizuoyongyinzi
反式异戊烯转移酶	fanshiyiwuxizhuanyimei
反式异构	fanshiyigou
反式异构体	fanshiyigouti
反式杂合子	fanshizahezi
反式杂基因子	fanshizajiyinzi
反式构型	fanshigouxing
反式构象	fanshigouxiang
反式测验	fanshiceyan
反式激活	fanshijihuo
反扭转	fanniuzhuan
反抑制	fanyizhi
反抑制性	fanyizhixing
反抑细胞	fanyixibao
反拗期	fanniuqi
反效等位基因	fanxiaodengweijiyin
反时针旋转	fanshizhenxuanzhuan
反极化	fanjihua
反求遗传学	fanqiuyichuanxue
反油酸	fanyousuan
反油酸甘油酯	fanyousuanganyouzhi
反流性巨输尿管	fanliuxingjushuniaoguan
反流性食管炎	fanliuxingshiguanyan
反流试验	fanliushiyan
反环配对	fanhuanpeidui
反甲	fanjia
反相层析	fanxiangcengxi
反相色谱法	fanxiangsepufa
反硝化作用	fanxiaohuazuoyong
反硝化细菌	fanxiaohuaxijun
反磁体	fanciti
反竞争性抑制	fanjingzhengxingyizhi
反竞争抑制	fanjingzhengyizhi
反笑线	fanxiaoxian
反编码链	fanbianmalian
反茎化锥	fanjinghuazhui
反视黄醛	fanshihuangquan
反足核	fanzuhe
反足细胞	fanzuxibao
反跳痛	fantiaotong
反转录	fanzhuanlu
反转录子	fanzhuanluzi
反转录病毒	fanzhuanlubingdu
反转录转座	fanzhuanluzhuanzuo
反转录转座子	fanzhuanluzhuanzuozi
反转录酶	fanzhuanlumei
反转录酶基因	fanzhuanlumeijiyin
反转移法	fanzhuanyifa
反选择	fanxuanze
反错构象	fancuogouxiang
反键轨道	fanjianguidao
反问重复序列	fanwenchongfuxulie
反顺转变	fanshunzhuanbian
反顺转变作用	fanshunzhuanbianzuoyong
反馈作用	fankuizuoyong
反馈抑制	fankuiyizhi
反馈机制	fankuijizhi
发光细菌	faguangxijun
发光菌	faguangjun
发声器官	fashengqiguan
发夹环	fajiahuan
发夹结构	fajiajiegou
发情雄鱼	faqingxiongyu
发挥治疗	fahuizhiliao
发根病	fagenbing
发汗剂	fahanji
发炎因子	fayanyinzi
发热效应	farexiaoying
发热物质	farewuzhi
发生分类系统	fashengfenleixitong
发生生物学	fashengshengwuxue
发生生理学	fashengshenglixue
发生适度	fashengshidu
发生遗传学	fashengyichuanxue
发电器官	fadianqiguan
发疱	fapao
发疹性毳毛囊肿	fazhenxingcuimaonangzhong
发疹性汗腺腺瘤	fazhenxinghanxianxianliu
发病机制	fabingjizhi
发病机理	fabingjili
发病率	fabinglv
发癣菌	faxuanjun
发红剂	fahongji
发网菌属	fawangjunshu
发育不全性畸形	fayubuquanxingjixing
发育不良性巨输尿管	fayubuliangxingjushuniaoguan
发育临界	fayulinjie
发育剂	fayuji
发育力	fayuli
发育同源序列	fayutongyuanxulie
发育同源蛋白	fayutongyuandanbai
发育周期	fayuzhouqi
发育差时	fayuchashi
发育异常	fayuyichang
发育徐缓	fayuxuhuan
发育极	fayuji
发育沟	fayugou
发育生物学	fayushengwuxue
发育能力	fayunengli
发育速度控制基因	fayusudukongzhijiyin
发育遗传学	fayuyichuanxue
发育阈	fayuyu
发色团	fasetuan
发芽势	fayashi
发达区	fadaqu
发送蛋白	fasongdanbai
发酵作用	fajiaozuoyong
发酵动力学	fajiaodonglixue
发酵器安全壳	fajiaoqianquanke
发酵培养	fajiaopeiyang
发酵培养基	fajiaopeiyangji
发酵工业	fajiaogongye
发酵工程	fajiaogongcheng
发酵工艺	fajiaogongyi
发酵己糖	fajiaojitang
发酵底物	fajiaodiwu
发酵技术	fajiaojishu
发酵控制	fajiaokongzhi
发酵活性	fajiaohuoxing
发酵热	fajiaore
发酵生物	fajiaoshengwu
发酵病	fajiaobing
发酵监测	fajiaojiance
发酵罐	fajiaoguan
发酵肉汁	fajiaorouzhi
发酵能力	fajiaonengli
发酵菌	fajiaojun
发酵计	fajiaoji
发酵试验	fajiaoshiyan
发酵酶蛋白	fajiaomeidanbai
发酵食品	fajiaoshipin
发面酵母	famianjiaomu
叔丁氧羟基可用作氨基保护基	shudingyangqiangjikeyongzuoanjibaohuji
叔丁氧羰酰	shudingyangtangxian
叔异戊烯色氨酸	shuyiwuxiseansuan
取代基	qudaiji
取代物	qudaiwu
