# 泰深输入法专业词库 — 法律
# 来源：THUOCL 清华开放中文词库（MIT License，https://github.com/thunlp/THUOCL）
# 格式：词 拼音（制表符分隔）；仅收录 system_dict 缺失词条
一上班	yishangban
何怀宏	hehuaihong
何谓法律	heweifalv
佘祥林案	shexianglinan
余姚市公安局	yuyaoshigonganju
余姚市公路管理段	yuyaoshigongluguanliduan
作业性违章	zuoyexingweizhang
作品登记	zuopindengji
佟柔先生	tongrouxiansheng
佟连发	tonglianfa
你有权沉默	niyouquanchenmo
使失效	shishixiao
使用假币罪	shiyongjiabizui
供应合同	gongyinghetong
供应链风险管理	gongyinglianfengxianguanli
供用电合同	gongyongdianhetong
供电营业规则	gongdianyingyeguize
依法治党	yifazhidang
依法治藏	yifazhicang
依法登记成立	yifadengjichengli
侦查对策	zhenchaduice
侦查方法论	zhenchafangfalun
侦查监督业务教程	zhenchajianduyewujiaocheng
侦查监督制度	zhenchajianduzhidu
侦查监督处	zhenchajianduchu
侦监处	zhenjianchu
侮辱妇女	wurufunv
侯代比亚和约	houdaibiyaheyue
侵华日军罪行	qinhuarijunzuixing
侵占行为	qinzhanxingwei
侵害肖像权	qinhaixiaoxiangquan
侵权产品	qinquanchanpin
侵权司法对策	qinquansifaduice
侵权纠纷裁决	qinquanjiufencaijue
侵权行为之债	qinquanxingweizhizhai
侵权行为法	qinquanxingweifa
侵权行为法研究	qinquanxingweifayanjiu
侵权行为法论	qinquanxingweifalun
侵权行为自体法	qinquanxingweizitifa
侵权责任法学	qinquanzerenfaxue
侵权责任法研究	qinquanzerenfayanjiu
侵犯专利权	qinfanzhuanliquan
侵犯住宅权	qinfanzhuzhaiquan
侵犯公民住宅权	qinfangongminzhuzhaiquan
侵犯公民民主权利	qinfangongminminzhuquanli
侵犯商业机密罪	qinfanshangyejimizui
侵犯商业秘密行为	qinfanshangyemimixingwei
侵犯商标权	qinfanshangbiaoquan
侵犯商标权罪	qinfanshangbiaoquanzui
侵犯性动机	qinfanxingdongji
侵犯权利	qinfanquanli
侵犯注册商标罪	qinfanzhuceshangbiaozui
侵犯版权	qinfanbanquan
侵犯知识产权罪	qinfanzhishichanquanzui
侵犯著作权判例	qinfanzhuzuoquanpanli
侵犯财产所有权	qinfancaichansuoyouquan
侵犯财产罪	qinfancaichanzui
侵犯通信自由罪	qinfantongxinziyouzui
促进社会和谐	cujinshehuihexie
俄克拉荷马爆炸案	ekelahemabaozhaan
俄国农奴制度	eguonongnuzhidu
保健食品标识规定	baojianshipinbiaoshiguiding
保全权	baoquanquan
保函效力	baohanxiaoli
保单现金价值	baodanxianjinjiazhi
保守国家秘密	baoshouguojiamimi
保守国家秘密法	baoshouguojiamimifa
保安员培训教程	baoanyuanpeixunjiaocheng
保护作品完整权	baohuzuopinwanzhengquan
保护录制者公约	baohuluzhizhegongyue
保护性法律关系	baohuxingfalvguanxi
保护现场	baohuxianchang
保持浮泊	baochifupo
保险专营	baoxianzhuanying
保险中介制度	baoxianzhongjiezhidu
保险事故	baoxianshigu
保险人说明义务	baoxianrenshuomingyiwu
保险代位	baoxiandaiwei
保险代位权	baoxiandaiweiquan
保险代位求偿	baoxiandaiweiqiuchang
保险代理制度	baoxiandailizhidu
保险代理权	baoxiandailiquan
保险保障基金	baoxianbaozhangjijin
保险公估人	baoxiangongguren
保险公司投资债券	baoxiangongsitouzizhaiquan
保险公司撤销	baoxiangongsichexiao
保险公司治理结构	baoxiangongsizhilijiegou
保险兼业代理合同	baoxianjianyedailihetong
保险利益原则	baoxianliyiyuanze
保险危险	baoxianweixian
保险合同客体	baoxianhetongketi
保险合同生效期	baoxianhetongshengxiaoqi
保险标的	baoxianbiaodi
保险案例	baoxiananli
保险法律手册	baoxianfalvshouce
保险监管	baoxianjianguan
保险监管机构	baoxianjianguanjigou
保险空白期	baoxiankongbaiqi
保险精算技术	baoxianjingsuanjishu
保险纠纷案例	baoxianjiufenanli
保险经纪人	baoxianjingjiren
保险经营规则	baoxianjingyingguize
保险范围	baoxianfanwei
保险责任范围	baoxianzerenfanwei
保障安全权	baozhanganquanquan
信号失真	xinhaoshizhen
信息产权	xinxichanquan
信息公开制度	xinxigongkaizhidu
信息共享系统	xinxigongxiangxitong
信息安全条例	xinxianquantiaoli
信息安全法	xinxianquanfa
信息技术产品协议	xinxijishuchanpinxieyi
信息披露	xinxipilu
信息披露规则	xinxipiluguize
信息无障碍法规	xinxiwuzhangaifagui
信息权	xinxiquan
信息知情权	xinxizhiqingquan
信托代理关系	xintuodailiguanxi
信托公司治理指引	xintuogongsizhilizhiyin
信托公司管理办法	xintuogongsiguanlibanfa
信托担保	xintuodanbao
信托财产登记	xintuocaichandengji
信托贷款	xintuodaikuan
信用代码	xinyongdaima
信用价差期权	xinyongjiachaqiquan
信用保险合同	xinyongbaoxianhetong
信用保障制度	xinyongbaozhangzhidu
信用卡冒用	xinyongkamaoyong
信用卡恶意透支	xinyongkaeyitouzhi
信用卡挂失	xinyongkaguashi
信用卡诈骗罪	xinyongkazhapianzui
信访与诉讼	xinfangyususong
信访专业	xinfangzhuanye
信访代理制	xinfangdailizhi
信访制度	xinfangzhidu
信访权	xinfangquan
信访条例释义	xinfangtiaolishiyi
信贷协定	xindaixieding
信贷合同	xindaihetong
信贷规模考核	xindaiguimokaohe
修律大臣沈家本	xiulvdachenshenjiaben
倒签提单	daoqiantidan
倒签期权	daoqianqiquan
借仓交易	jiecangjiaoyi
借新还旧	jiexinhaijiu
借用合同	jieyonghetong
债券托管结算业务	zhaiquantuoguanjiesuanyewu
债券期权	zhaiquanqiquan
债券罪	zhaiquanzui
债务为由	zhaiwuweiyou
债务人迟延	zhaiwurenchiyan
债务协定	zhaiwuxieding
债务合约	zhaiwuheyue
债务履行辅助人	zhaiwulvxingfuzhuren
债务承担	zhaiwuchengdan
债务效力	zhaiwuxiaoli
债务清偿率	zhaiwuqingchanglv
债务清欠	zhaiwuqingqian
债务移转	zhaiwuyizhuan
债务转移	zhaiwuzhuanyi
债权人代位权	zhaiquanrendaiweiquan
债权人撤销权	zhaiquanrenchexiaoquan
债权人撤销权纠纷	zhaiquanrenchexiaoquanjiufen
债权人迟延	zhaiquanrenchiyan
债权保全	zhaiquanbaoquan
债权制度	zhaiquanzhidu
债权形式主义	zhaiquanxingshizhuyi
债权约束	zhaiquanyueshu
债权行为	zhaiquanxingwei
债权证书	zhaiquanzhengshu
债权请求权	zhaiquanqingqiuquan
债权质权	zhaiquanzhiquan
债权转让	zhaiquanzhuanrang
假冒专利罪	jiamaozhuanlizui
假冒他人专利	jiamaotarenzhuanli
假冒他人专利罪	jiamaotarenzhuanlizui
假冒他人姓名	jiamaotarenxingming
假冒伪劣产品	jiamaoweiliechanpin
假冒商品	jiamaoshangpin
假冒商标	jiamaoshangbiao
假冒商标罪	jiamaoshangbiaozui
假冒注册商标罪	jiamaozhuceshangbiaozui
假名冒牌行为	jiamingmaopaixingwei
停工留薪期	tinggongliuxinqi
停止执行死刑程序	tingzhizhixingsixingchengxu
停薪留职合同	tingxinliuzhihetong
健康保险管理办法	jiankangbaoxianguanlibanfa
偶发性犯罪人	oufaxingfanzuiren
偶成条件	ouchengtiaojian
偶然因果关系	ouranyinguoguanxi
偶然所得税	ouransuodeshui
偷税漏税罪	toushuiloushuizui
偷越国边境罪	touyueguobianjingzui
偿义务机关后置	changyiwujiguanhouzhi
偿还欠款	changhuanqiankuan
储备头寸负债管理	chubeitoucunfuzhaiguanli
储架注册制度	chujiazhucezhidu
儒法国家	rufaguojia
儿童发展权	ertongfazhanquan
儿童权利公约	ertongquanligongyue
允诺禁反言	yunnuojinfanyan
允诺禁反言原则	yunnuojinfanyanyuanze
充分公开	chongfengongkai
充分安置	chongfenanzhi
充分披露原则	chongfenpiluyuanze
先予执行申请书	xianyuzhixingshenqingshu
先占	xianzhan
先天性缺陷	xiantianxingquexian
先履行抗辩权	xianlvxingkangbianquan
先行裁决	xianxingcaijue
先补偿后拆迁	xianbuchanghouchaiqian
先进先出法	xianjinxianchufa
先进性别文化	xianjinxingbiewenhua
光单汇票	guangdanhuipiao
克拉伦登法典	kelalundengfadian
克拉灵顿诏令	kelalingdunzhaoling
免予处分	mianyuchufen
免于刑事处分	mianyuxingshichufen
党员权利	dangyuanquanli
党指挥枪	dangzhihuiqiang
党政分工	dangzhengfengong
入室盗窃	rushidaoqie
入市交易	rushijiaoyi
全产权	quanchanquan
全体一致原则	quantiyizhiyuanze
全包装注册	quanbaozhuangzhuce
全南县人民检察院	quannanxianrenminjianchayuan
全员劳动合同制	quanyuanlaodonghetongzhi
全员承租	quanyuanchengzu
全员聘用制	quanyuanpinyongzhi
全国供用电规则	quanguogongyongdianguize
全国农业普查条例	quanguonongyepuchatiaoli
全国医院工作条例	quanguoyiyuangongzuotiaoli
全国各级检察机关	quanguogejijianchajiguan
全国和解令	quanguohejieling
全国妇女联合会	quanguofunvlianhehui
全国教育工会	quanguojiaoyugonghui
全国消防安全日	quanguoxiaofanganquanri
全国经济普查条例	quanguojingjipuchatiaoli
全国绿化委员会	quanguolvhuaweiyuanhui
全国老龄委	quanguolaolingwei
全权代理	quanquandaili
全权代理委托书	quanquandailiweituoshu
全查法	quanchafa
全民医疗服务制度	quanminyiliaofuwuzhidu
全民所有企业	quanminsuoyouqiye
全民皆兵制	quanminjiebingzhi
全球投资表现标准	quanqiutouzibiaoxianbiaozhun
全进全出	quanjinquanchu
全部保险	quanbubaoxian
全部到位	quanbudaowei
全部履行法	quanbulvxingfa
全部成本计算制度	quanbuchengbenjisuanzhidu
全部露出说	quanbuluchushuo
全面审计法	quanmianshenjifa
全面指定交易制度	quanmianzhidingjiaoyizhidu
全面摊薄每股盈利	quanmiantanbaomeiguyingli
全面检查法	quanmianjianchafa
全风险代理	quanfengxiandaili
八千云月	baqianyunyue
八邪罪	baxiezui
公债制度	gongzhaizhidu
公债发行条件	gongzhaifaxingtiaojian
公共劳务收费法	gonggonglaowushoufeifa
公共工程承包合同	gonggonggongchengchengbaohetong
公共航空运输企业	gonggonghangkongyunshuqiye
公务员免职	gongwuyuanmianzhi
公务员回避制度	gongwuyuanhuibizhidu
公务员回避规定	gongwuyuanhuibiguiding
公务员奖励	gongwuyuanjiangli
公务员录用	gongwuyuanluyong
公务员录用规定	gongwuyuanluyongguiding
公务员权利	gongwuyuanquanli
公务员监督	gongwuyuanjiandu
公务员禁酒令	gongwuyuanjinjiuling
公务员考核规定	gongwuyuankaoheguiding
公务员考试制度	gongwuyuankaoshizhidu
公务员职务任免	gongwuyuanzhiwurenmian
公务员职务行为	gongwuyuanzhiwuxingwei
公务员聘任合同	gongwuyuanpinrenhetong
公务员范围	gongwuyuanfanwei
公务员调任规定	gongwuyuandiaorenguiding
公务员轮换	gongwuyuanlunhuan
公务接待管理办法	gongwujiedaiguanlibanfa
公募法	gongmufa
公司住址	gongsizhuzhi
公司债券发行	gongsizhaiquanfaxing
公司合并	gongsihebing
公司合并分立	gongsihebingfenli
公司歇业	gongsixieye
公司登记管理条例	gongsidengjiguanlitiaoli
公司董事会	gongsidongshihui
公墓产权	gongmuchanquan
公安执法监督	gonganzhifajiandu
公安机关对被管制	gonganjiguanduibeiguanzhi
公安机关督察条例	gonganjiguanduchatiaoli
公室告	gongshigao
公室告与非公室告	gongshigaoyufeigongshigao
公布成文法	gongbuchengwenfa
公开承诺制	gongkaichengnuozhi
公文法定格式	gongwenfadinggeshi
公文证件印章	gongwenzhengjianyinzhang
公有住宅租赁合同	gongyouzhuzhaizulinhetong
公有技术	gongyoujishu
公权市场	gongquanshichang
公用宅基地	gongyongzhaijidi
公用电信设施罪	gongyongdianxinsheshizui
公益信托监察人	gongyixintuojiancharen
公证员协会	gongzhengyuanxiehui
公证员职责	gongzhengyuanzhize
公证行业自律公约	gongzhenghangyezilvgongyue
公诉制度	gongsuzhidu
公路工程造价师	gonglugongchengzaojiashi
公路旅客运输合同	gonglulvkeyunshuhetong
共同债务	gongtongzhaiwu
共同危险行为	gongtongweixianxingwei
共同实施违法行为	gongtongshishiweifaxingwei
共同居住人	gongtongjuzhuren
共同居住权	gongtongjuzhuquan
共同违法违纪	gongtongweifaweiji
共有财产分割	gongyoucaichanfenge
共谋共同正犯	gongmougongtongzhengfan
共负盈亏	gongfuyingkui
共青团工作	gongqingtuangongzuo
关系过远	guanxiguoyuan
关键事件法	guanjianshijianfa
兴安证券投资基金	xinganzhengquantouzijijin
兴达人力资源市场	xingdarenliziyuanshichang
兵器工业总公司	bingqigongyezonggongsi
具体处罚行为	jutichufaxingwei
具体犯罪	jutifanzui
具有法律约束力	juyoufalvyueshuli
具誓护法	jushihufa
典型民事案例评析	dianxingminshianlipingxi
典当合同	diandanghetong
典当物	diandangwu
典当管理办法	diandangguanlibanfa
典签制度	dianqianzhidu
养殖合同书	yangzhihetongshu
养殖水面使用权	yangzhishuimianshiyongquan
养父母子女关系	yangfumuzinvguanxi
养老保险法	yanglaobaoxianfa
兼业代理人	jianyedailiren
兼职收入	jianzhishouru
兽药广告审查办法	shouyaoguanggaoshenchabanfa
兽药注册办法	shouyaozhucebanfa
兽药管理条例	shouyaoguanlitiaoli
内发型法制现代化	neifaxingfazhixiandaihua
内含价值法	neihanjiazhifa
内地段	neididuan
内外资税率统一	neiwaizishuilvtongyi
内幕交易	neimujiaoyi
内幕交易审裁处	neimujiaoyishencaichu
内幕交易者	neimujiaoyizhe
内海湾	neihaiwan
内蒙古大学法学院	neimenggudaxuefaxueyuan
内部牵制制度	neibuqianzhizhidu
内部职工股	neibuzhigonggu
内部行政违法	neibuxingzhengweifa
再保险公司	zaibaoxiangongsi
再保险分出人	zaibaoxianfenchuren
冒险借贷	maoxianjiedai
冒领存款	maolingcunkuan
军事审判法	junshishenpanfa
军事管制制度	junshiguanzhizhidu
军人抚恤优待条例	junrenfuxuyoudaitiaoli
军人违反职责罪	junrenweifanzhizezui
军人道德规范	junrendaodeguifan
军队信访条例	junduixinfangtiaoli
军队转业干部	junduizhuanyeganbu
农业保险合同	nongyebaoxianhetong
农业保险统计制度	nongyebaoxiantongjizhidu
农业协议	nongyexieyi
农业发展条例	nongyefazhantiaoli
农业委员会	nongyeweiyuanhui
农业承包合同	nongyechengbaohetong
农业技术体系	nongyejishutixi
农业技术推广法	nongyejishutuiguangfa
农业机械化促进法	nongyejixiehuacujinfa
农业知识产权	nongyezhishichanquan
农业经济法律关系	nongyejingjifalvguanxi
农业规划	nongyeguihua
农产品质量安全法	nongchanpinzhilianganquanfa
农产品贸易规则	nongchanpinmaoyiguize
农会法	nonghuifa
农副产品收购合同	nongfuchanpinshougouhetong
农副产品采购支出	nongfuchanpincaigouzhichu
农地承包经营权	nongdichengbaojingyingquan
农工商联合企业	nonggongshanglianheqiye
农村信用社	nongcunxinyongshe
农村公共物品	nongcungonggongwupin
农村发展研究中心	nongcunfazhanyanjiuzhongxin
农村合作基金会	nongcunhezuojijinhui
农村土地承包	nongcuntudichengbao
农村土地承包合同	nongcuntudichengbaohetong
农村土地承包法	nongcuntudichengbaofa
农村土地确权	nongcuntudiquequan
农村宅基地	nongcunzhaijidi
农村宅基地使用权	nongcunzhaijidishiyongquan
农村实用法律	nongcunshiyongfalv
农村实用法律常识	nongcunshiyongfalvchangshi
农村实用法律手册	nongcunshiyongfalvshouce
农村房屋问题	nongcunfangwuwenti
农村承包经营户	nongcunchengbaojingyinghu
农村用地	nongcunyongdi
农林特产税	nonglintechanshui
农民专业合作社法	nongminzhuanyehezuoshefa
农民工带薪休假制	nongmingongdaixinxiujiazhi
农民工权益手册	nongmingongquanyishouce
农民集体	nongminjiti
农活承包	nonghuochengbao
农经人员	nongjingrenyuan
农耕制度	nonggengzhidu
农药产业政策	nongyaochanyezhengce
农药安全使用制度	nongyaoanquanshiyongzhidu
农药残留物	nongyaocanliuwu
农药生产管理办法	nongyaoshengchanguanlibanfa
农药管理条例	nongyaoguanlitiaoli
冲突规范	chongtuguifan
冶金工业局	yejingongyeju
冷眼观潮	lengyanguanchao
冷静时间	lengjingshijian
准占有	zhunzhanyou
准契约	zhunqiyue
准禁治产人	zhunjinzhichanren
减持之路	jianchizhilu
出入澳门赌博	churuaomendubo
出口信贷	chukouxindai
出口加工区	chukoujiagongqu
出口统一管理	chukoutongyiguanli
出口退税制度	chukoutuishuizhidu
出名营业人	chumingyingyeren
出售出入境证件罪	chushouchurujingzhengjianzui
出版发行事业	chubanfaxingshiye
出版发行权	chubanfaxingquan
出版物印刷管理规	chubanwuyinshuaguanligui
出版物经营许可证	chubanwujingyingxukezheng
出资额转让	chuziezhuanrang
分业经营	fenyejingying
分仓交易	fencangjiaoyi
分保险业务	fenbaoxianyewu
分别背书记载	fenbiebeishujizai
分别财产制	fenbiecaichanzhi
分割房地产	fengefangdichan
分割论	fengelun
分居不离婚	fenjubulihun
分居令	fenjuling
分承包	fenchengbao
分担损失	fendansunshi
分级分税制	fenjifenshuizhi
分级包干体制	fenjibaogantizhi
分级固定佣金制	fenjigudingyongjinzhi
分级培训	fenjipeixun
分舱单	fencangdan
分镜头剧本	fenjingtoujuben
刑事一体化	xingshiyitihua
刑事办案手册	xingshibananshouce
刑事和解制度研究	xingshihejiezhiduyanjiu
刑事回避	xingshihuibi
刑事审判模式	xingshishenpanmoshi
刑事审判监督	xingshishenpanjiandu
刑事审判认证指南	xingshishenpanrenzhengzhinan
刑事影像技术	xingshiyingxiangjishu
刑事执行制度研究	xingshizhixingzhiduyanjiu
刑事抗诉	xingshikangsu
刑事抗诉书	xingshikangsushu
刑事抗诉案例评析	xingshikangsuanlipingxi
刑事未成年人	xingshiweichengnianren
刑事案件侦查教程	xingshianjianzhenchajiaocheng
刑事案件律师	xingshianjianlvshi
刑事案例研究	xingshianliyanjiu
刑事殖民地	xingshizhimindi
刑事法判解研究	xingshifapanjieyanjiu
刑事法前沿	xingshifaqianyan
刑事法学研究	xingshifaxueyanjiu
刑事法律小辞典	xingshifalvxiaocidian
刑事犯罪侦查警察	xingshifanzuizhenchajingcha
刑事科学技术	xingshikexuejishu
